"site_id","stand","trt","year","subplot","V1","V2","V3"
"408162 _ 1 _ 2023",408162,"HU",2023,"2",0,0,1
"408162 _ 1 _ 2023",408162,"HU",2023,"3",0,0,0
"408162 _ 1 _ 2023",408162,"HU",2023,"4",0,1,0
"408162 _ 1 _ 2023",408162,"HU",2023,"5",0,0,0
"408162 _ 1 _ 2023",408162,"HU",2023,"6",0,0,0
"408162 _ 1 _ 2023",408162,"HU",2023,"7",0,0,0
"408162 _ 1 _ 2024",408162,"HU",2024,"1",0,1,0
"408162 _ 1 _ 2024",408162,"HU",2024,"2",0,0,0
"408162 _ 1 _ 2024",408162,"HU",2024,"3",0,0,0
"408162 _ 1 _ 2024",408162,"HU",2024,"4",0,0,0
"408162 _ 1 _ 2024",408162,"HU",2024,"5",0,1,0
"408162 _ 1 _ 2024",408162,"HU",2024,"6",0,0,0
"408162 _ 1 _ 2024",408162,"HU",2024,"7",0,0,0
"408178 _ 1 _ 2023",408178,"BS",2023,"1",0,0,0
"408178 _ 1 _ 2023",408178,"BS",2023,"2",0,0,0
"408178 _ 1 _ 2023",408178,"BS",2023,"3",0,0,0
"408178 _ 1 _ 2023",408178,"BS",2023,"4",0,0,0
"408178 _ 1 _ 2023",408178,"BS",2023,"5",0,0,0
"408178 _ 1 _ 2023",408178,"BS",2023,"6",0,0,0
"408178 _ 1 _ 2023",408178,"BS",2023,"7",0,0,0
"408178 _ 1 _ 2024",408178,"BS",2024,"1",0,0,0
"408178 _ 1 _ 2024",408178,"BS",2024,"2",0,0,0
"408178 _ 1 _ 2024",408178,"BS",2024,"3",0,0,0
"408178 _ 1 _ 2024",408178,"BS",2024,"4",0,0,0
"408178 _ 1 _ 2024",408178,"BS",2024,"5",0,0,0
"408178 _ 1 _ 2024",408178,"BS",2024,"6",1,0,0
"408178 _ 1 _ 2024",408178,"BS",2024,"7",0,0,1
"408178 _ 2 _ 2023",408178,"HB",2023,"1",0,0,0
"408178 _ 2 _ 2023",408178,"HB",2023,"2",0,0,0
"408178 _ 2 _ 2023",408178,"HB",2023,"3",0,0,0
"408178 _ 2 _ 2023",408178,"HB",2023,"4",0,0,0
"408178 _ 2 _ 2023",408178,"HB",2023,"5",0,0,0
"408178 _ 2 _ 2023",408178,"HB",2023,"6",0,0,0
"408178 _ 2 _ 2023",408178,"HB",2023,"7",0,0,0
"408178 _ 2 _ 2024",408178,"HB",2024,"1",0,0,1
"408178 _ 2 _ 2024",408178,"HB",2024,"2",0,0,0
"408178 _ 2 _ 2024",408178,"HB",2024,"3",1,0,1
"408178 _ 2 _ 2024",408178,"HB",2024,"4",1,0,0
"408178 _ 2 _ 2024",408178,"HB",2024,"5",0,0,0
"408178 _ 2 _ 2024",408178,"HB",2024,"6",0,0,0
"408178 _ 2 _ 2024",408178,"HB",2024,"7",0,0,0
"408180 _ 1 _ 2023",408180,"HB",2023,"1",0,0,1
"408180 _ 1 _ 2023",408180,"HB",2023,"2",0,0,0
"408180 _ 1 _ 2023",408180,"HB",2023,"3",0,0,0
"408180 _ 1 _ 2023",408180,"HB",2023,"4",1,0,0
"408180 _ 1 _ 2023",408180,"HB",2023,"5",0,0,0
"408180 _ 1 _ 2023",408180,"HB",2023,"6",0,0,0
"408180 _ 1 _ 2023",408180,"HB",2023,"7",0,0,0
"408180 _ 1 _ 2024",408180,"HB",2024,"1",0,0,0
"408180 _ 1 _ 2024",408180,"HB",2024,"2",0,0,0
"408180 _ 1 _ 2024",408180,"HB",2024,"3",0,0,0
"408180 _ 1 _ 2024",408180,"HB",2024,"4",0,0,0
"408180 _ 1 _ 2024",408180,"HB",2024,"5",0,0,0
"408180 _ 1 _ 2024",408180,"HB",2024,"6",0,0,0
"408180 _ 1 _ 2024",408180,"HB",2024,"7",0,0,0
"9757 _ 1 _ 2023",9757,"BU",2023,"1",0,0,0
"9757 _ 1 _ 2023",9757,"BU",2023,"2",0,0,0
"9757 _ 1 _ 2023",9757,"BU",2023,"3",0,0,0
"9757 _ 1 _ 2023",9757,"BU",2023,"4",0,0,0
"9757 _ 1 _ 2023",9757,"BU",2023,"5",0,1,0
"9757 _ 1 _ 2023",9757,"BU",2023,"6",0,0,0
"9757 _ 1 _ 2023",9757,"BU",2023,"7",0,0,0
"9757 _ 1 _ 2024",9757,"BU",2024,"1",0,0,0
"9757 _ 1 _ 2024",9757,"BU",2024,"2",0,0,0
"9757 _ 1 _ 2024",9757,"BU",2024,"3",0,0,0
"9757 _ 1 _ 2024",9757,"BU",2024,"4",0,0,0
"9757 _ 1 _ 2024",9757,"BU",2024,"5",0,0,0
"9757 _ 1 _ 2024",9757,"BU",2024,"6",0,0,0
"9757 _ 1 _ 2024",9757,"BU",2024,"7",0,0,0
