landowner,tree_farm,stand,trt,date,subplot,subplot_code,lat,long,elev,time,temp,hum,weather,canopy_cov,dwd_cov,veg_cov,fwd_cov,up_bearing,down_bearing,litter_1,litter_2,litter_3,moist_1,us_1,moist_2,us_2,moist_3,us_3,soil_moist_avg,litter_avg
ODF,NC,12033,BU,4/26/2023,7,ODF12033_BU_07,44.725837,122.410052,1859,12:40,64.9,58.9,S,2,2,4,1,192,12,0,0,0,27.4,1.564,21.3,1.45,27.6,1.548,25.43333333,0
ODF,NC,12560,BU,4/26/2023,1,ODF12560_BU_01,44.73774,122.40174,1350,9:05,53.9,69.9,S,2,1,4,2,345,165,0.25,0.25,0.25,10.8,1.284,14.9,1.351,7.3,1.223,11,0.25
ODF,NC,12560,BU,4/26/2023,2,ODF12560_BU_02,44.73797,122.40196,1420,9:40,57.2,64.6,S,1,1,4,2,345,165,1,1,0.25,8.6,1.246,12.7,1.314,18.4,1.405,13.23333333,0.75
ODF,NC,12560,BU,4/26/2023,3,ODF12560_BU_03,44.737979,122.401535,1424,9:15,57.6,62.4,S,3,0,3,2,311,131,1,1,0.5,17.7,1.395,10.6,1.279,11.2,1.291,13.16666667,0.833333333
ODF,NC,12560,BU,4/26/2023,4,ODF12560_BU_04,44.737521,122.4014,1405,9:45,58.7,61.6,S,2,1,3,2,321,141,0,0.25,0.25,19.9,1.429,23.4,1.483,21.3,1.45,21.53333333,0.166666667
ODF,NC,12560,BU,4/26/2023,5,ODF12560_BU_05,44.737442,122.401818,1390,10:12,61,62.5,S,1,1,4,2,325,145,0.5,0.5,1,17.2,1.387,18.3,1.404,15.7,1.363,17.06666667,0.666666667
ODF,NC,12560,BU,4/26/2023,6,ODF12560_BU_06,44.7376,122.4022,1380,10:00,58.9,60,S,3,3,4,1,336,156,1,2,1,13.8,1.333,14.4,1.343,12.3,1.308,13.5,1.333333333
ODF,NC,12560,BU,4/26/2023,7,ODF12560_BU_07,44.73794,122.40217,1409,9:35,57.5,69,S,2,2,3,1,340,160,0.25,0.25,1,10.4,1.276,14.7,1.347,20.8,1.442,15.3,0.5
ODF,NC,12421,BU,4/27/2023,1,ODF12421_BU_01,44.766,122.37062,2020,9:00,62,58.4,S,1,1,2,2,345,165,1,2,3,13.6,1.329,12.4,1.309,6.4,1.207,10.8,2
ODF,NC,12421,BU,4/27/2023,2,ODF12421_BU_02,44.76633,122.37407,2040,9:45,60.7,57.3,S,1,1,2,2,350,170,0.25,0,0,27.2,1.542,34.4,1.66,27.7,1.551,29.76666667,0.083333333
ODF,NC,12421,BU,4/27/2023,3,ODF12421_BU_03,44.76596,122.37014,2035,9:07,60.9,60.2,S,1,1,3,2,0,180,0.25,0.25,0.25,17.9,1.397,22.9,1.476,20.6,1.439,20.46666667,0.25
ODF,NC,12421,BU,4/27/2023,4,ODF12421_BU_04,44.76568,122.3035,2002,9:35,60,57.9,S,1,1,3,2,0,180,1,0.25,0,17.9,1.398,23.9,1.491,19.5,1.423,20.43333333,0.416666667
ODF,NC,12421,BU,4/27/2023,5,ODF12421_BU_05,44.76568,122.37082,1956,9:50,62.4,59.4,S,0,2,2,1,0,180,0,0,0,7.1,1.218,15.1,1.177,4.1,1.162,8.766666667,0
ODF,NC,12421,BU,4/27/2023,6,ODF12421_BU_06,44.765985,122.371074,2012,9:15,60,67.1,S,1,1,2,1,0,180,0,0.25,2,8.6,1.246,8.8,1.25,12.2,1.307,9.866666667,0.75
ODF,NC,12421,BU,4/27/2023,7,ODF12421_BU_07,44.766232,122.370901,2016,9:40,62,63.4,S,1,1,2,3,0,180,0,0.25,0.25,9.8,1.267,5.3,1.187,9.7,1.265,8.266666667,0.166666667
ODF,NC,12441,BU,4/27/2023,1,ODF12441_BU_01,44.772018,122.377738,1968,12:00,72.5,47.6,S,1,2,4,2,60,240,0.5,0,0,33.3,1.639,22.2,1.465,27.4,1.545,27.63333333,0.166666667
ODF,NC,12441,BU,4/27/2023,2,ODF12441_BU_02,44.772186,122.377178,1975,12:35,78.7,41.1,S,1,0,3,1,61,241,0,1,0.5,23.3,1.481,27.3,1.543,20.1,1.432,23.56666667,0.5
ODF,NC,12441,BU,4/27/2023,3,ODF12441_BU_03,44.7718,122.37727,1942,12:22,72.8,43.5,S,1,2,4,1,45,225,0,1,0,22.2,1.464,28.6,1.564,28.2,1.557,26.33333333,0.333333333
ODF,NC,12441,BU,4/27/2023,4,ODF12441_BU_04,44.7717,122.3777,1878,12:50,74.9,44.9,S,1,2,4,2,45,225,1,1.5,1,22.1,1.463,25.7,1.518,18.5,1.343,22.1,1.166666667
ODF,NC,12441,BU,4/27/2023,5,ODF12441_BU_05,44.77181,122.37817,1966,13:10,75.9,39.9,S,1,3,4,1,45,225,1,0,0.5,18.8,1.412,23.8,1.489,20.3,1.434,20.96666667,0.5
ODF,NC,12441,BU,4/27/2023,6,ODF12441_BU_06,44.77209,122.37801,1887,13:15,75.9,38.8,S,1,2,3,2,38,218,1,1,1,31.7,1.614,20.7,1.441,21.7,1.452,24.7,1
ODF,NC,12441,BU,4/27/2023,7,ODF12441_BU_07,44.77233,122.3775,1970,12:50,75.1,41.9,S,1,1,3,1,55,235,1,0.5,0,35.9,1.688,30.6,1.596,19.2,1.417,28.56666667,0.5
BLM,CL,10302,UU,5/1/2023,1,BLM10302_UU_01,45.148262,122.327983,2571,9:15,43.2,81.7,C,4,1,1,2,91,271,4,3,3,22.4,1.467,19.8,1.426,20.1,1.431,20.76666667,3.333333333
BLM,CL,10302,UU,5/1/2023,2,BLM10302_UU_02,45.148469,122.327512,2584,9:45,42.8,84,C,4,1,2,1,112,292,2,3,2,19.1,1.416,16.7,1.379,11,1.289,15.6,2.333333333
BLM,CL,10302,UU,5/1/2023,3,BLM10302_UU_03,45.14794,122.32777,2595,9:18,42.3,85.9,C,3,1,2,4,120,300,2,1,1,15.6,1.362,11.6,1.298,14.5,1.344,13.9,1.333333333
BLM,CL,10302,UU,5/1/2023,4,BLM10302_UU_04,45.14809,122.32824,2618,9:39,40.7,88.9,C,4,1,1,4,120,300,2,1,0,17.1,1.386,12.5,1.311,12.4,1.309,14,1
BLM,CL,10302,UU,5/1/2023,5,BLM10302_UU_05,45.14826,122.32848,2650,9:59,43.1,85.6,C,4,2,1,4,120,300,1,0,2,13.3,1.325,13.7,1.33,27.3,1.544,18.1,1
BLM,CL,10302,UU,5/1/2023,6,BLM10302_UU_06,45.14867,122.328,2595,9:45,45.6,83.4,C,4,1,1,3,104,284,4,2,4,10.8,1.284,22,1.461,12.2,1.307,15,3.333333333
BLM,CL,10302,UU,5/1/2023,7,BLM10302_UU_07,45.14862,122.32759,2638,10:15,41.5,90.2,R,4,2,1,2,97,277,2,4,2,15.1,1.354,17.6,1.392,10.9,1.286,14.53333333,2.666666667
ODF,NC,12098,BU,5/2/2023,1,ODF12098_BU_01,44.81936,122.6042,1602,9:48,51.4,74.6,C,1,1,4,1,270,90,1,1,0.5,27.6,1.548,29.4,1.578,27.7,1.551,28.23333333,0.833333333
ODF,NC,12098,BU,5/2/2023,2,ODF12098_BU_02,44.81948,122.60449,1611,10:11,52.3,76.7,C,3,1,4,2,270,90,0.25,0.5,0.25,26.6,1.533,23.5,1.485,24.6,1.502,24.9,0.333333333
ODF,NC,12098,BU,5/2/2023,3,ODF12098_BU_03,44.81949,122.60403,1630,10:10,52.9,70.1,C,3,2,3,2,277,97,0.5,0.25,0.25,36,1.689,24.4,1.484,27.8,1.552,29.4,0.333333333
ODF,NC,12098,BU,5/2/2023,4,ODF12098_BU_04,44.819142,122.60378,1592,10:30,53.9,75.6,PC,3,1,4,1,265,85,1,1,1,15.6,1.362,13,1.32,20,1.431,16.2,1
ODF,NC,12098,BU,5/2/2023,5,ODF12098_BU_05,44.81903,122.60396,1583,10:55,54.4,73.6,C,2,2,3,2,272,92,0.5,0.5,0.25,11.2,1.291,23.9,1.491,24.6,1.502,19.9,0.416666667
ODF,NC,12098,BU,5/2/2023,6,ODF12098_BU_06,44.818922,122.604287,1570,10:00,52.9,73.4,PC,1,2,4,1,306,126,0.5,0.5,0.25,17.7,1.395,25.7,1.519,28.4,1.561,23.93333333,0.416666667
ODF,NC,12098,BU,5/2/2023,7,ODF12098_BU_07,44.819108,122.604376,1600,10:32,53.6,75,PC,1,1,4,1,295,115,0.25,1,0.5,30.4,1.594,18.5,1.407,23.2,1.479,24.03333333,0.583333333
ODF,NC,12349,BU,5/2/2023,1,ODF12349_BU_01,44.81345,122.61021,1511,12:50,55.4,76.5,C,1,1,3,1,185,5,2,1,3,15.1,1.353,16.1,1.369,10.6,1.281,13.93333333,2
ODF,NC,12349,BU,5/2/2023,2,ODF12349_BU_02,44.81327,122.61029,1530,13:15,55.4,72.4,C,2,1,2,1,191,11,0.25,2,0.25,11.5,1.295,12.7,1.314,10,1.27,11.4,0.833333333
ODF,NC,12349,BU,5/2/2023,3,ODF12349_BU_03,44.81364,122.6106,1562,12:55,55.3,73.7,C,1,1,4,1,180,0,1,0.25,1,22.5,1.46,17,1.383,24.6,1.502,21.36666667,0.75
ODF,NC,12349,BU,5/2/2023,4,ODF12349_BU_04,44.81396,122.6105,1519,13:16,53.4,79,C,1,2,4,2,180,0,0.25,0.25,2,17.9,1.397,26.6,1.533,25.2,1.511,23.23333333,0.833333333
ODF,NC,12349,BU,5/2/2023,5,ODF12349_BU_05,44.81376,122.61007,1500,13:45,56,75.1,C,1,1,4,2,180,0,2,2,1,14.9,1.351,25.1,1.51,19.5,1.423,19.83333333,1.666666667
ODF,NC,12349,BU,5/2/2023,6,ODF12349_BU_06,44.813375,122.609836,1532,13:00,56.7,79,C,1,1,4,1,218,38,0.25,1,2,8.3,1.241,18.4,1.405,17.4,1.389,14.7,1.083333333
ODF,NC,12349,BU,5/2/2023,7,ODF12349_BU_07,44.813141,122.609918,1520,13:25,55.8,72.9,C,1,1,4,2,205,25,1,0.25,3,20.1,1.431,10.6,1.281,14,1.336,14.9,1.416666667
WY,CL,10968,HU,5/3/2023,1,WY10968_HU_01,45.019687,122.413868,2641,9:10,56.5,77.4,PC,0,1,2,3,200,20,0,1,0,13.9,1.335,14,1.336,25.7,1.519,17.86666667,0.333333333
WY,CL,10968,HU,5/3/2023,2,WY10968_HU_02,45.019502,122.414072,2660,9:30,60.4,68.3,S,0,1,2,2,210,30,0,2,1,22.5,1.469,19.8,1.426,11.9,1.301,18.06666667,1
WY,CL,10968,HU,5/3/2023,3,WY10968_HU_03,45.01973,122.41426,2650,9:23,59.5,72.3,S,0,2,1,4,230,40,0,2,1,17.4,1.389,23.7,1.487,16.1,1.369,19.06666667,1
WY,CL,10968,HU,5/3/2023,4,WY10968_HU_04,45.01998,122.41393,2637,9:47,59.8,65.9,S,0,1,1,2,230,50,0,0,1,15.9,1.366,13.3,1.325,12.9,1.318,14.03333333,0.333333333
WY,CL,10968,HU,5/3/2023,5,WY10968_HU_05,45.019826,122.413548,2601,10:00,59.6,68.7,PC,0,1,1,3,208,28,2,1,1,10.8,1.283,12,1.303,14.5,1.344,12.43333333,1.333333333
WY,CL,10968,HU,5/3/2023,6,WY10968_HU_06,45.01962,122.41336,2633,9:55,59,69.4,PC,0,1,1,3,226,46,1,0,0,13.9,1.335,15.6,1.361,17.9,1.398,15.8,0.333333333
WY,CL,10968,HU,5/3/2023,7,WY10968_HU_07,45.01937,122.41367,2654,9:30,58.8,67.6,S,0,1,1,4,246,66,2,1,0,10.1,1.272,11,1.289,14.9,1.349,12,1
WY,CL,10153,BS,5/4/2023,1,WY10153_BS_01,45.11827,122.34462,2725,10:30,45.2,91.4,R,0,2,2,2,330,150,0.25,0.25,0.25,15.9,1.365,17.9,1.398,23,1.477,18.93333333,0.25
WY,CL,10153,BS,5/4/2023,2,WY10153_BS_02,45.11856,122.34462,2742,11:00,44.7,94.9,R,0,2,3,1,330,150,0.25,0,0,20.4,1.435,29.8,1.584,15.4,1.359,21.86666667,0.083333333
WY,CL,10153,BS,5/4/2023,3,WY10153_BS_03,45.11854,122.34429,2736,10:45,46,90,R,0,1,3,1,302,122,1,1,1,27.6,1.548,28.4,1.561,34.3,1.66,30.1,1
WY,CL,10153,BS,5/4/2023,4,WY10153_BS_04,45.11827,122.34402,2715,11:00,46,92.6,R,0,1,2,1,315,135,0.25,1,1,21.3,1.45,29.4,1.578,30.4,1.594,27.03333333,0.75
WY,CL,10153,BS,5/4/2023,5,WY10153_BS_05,45.118,122.34437,2707,11:30,44.2,96.9,R,0,1,2,1,305,125,0,0.25,0.25,19.3,1.419,22.3,1.466,21.5,1.453,21.03333333,0.166666667
WY,CL,10153,BS,5/4/2023,6,WY10153_BS_06,45.118024,122.344716,2705,10:30,50.3,87,R,0,2,2,3,334,154,0.25,0.25,0.25,31.5,1.612,32.3,1.625,24.4,1.499,29.4,0.25
WY,CL,10153,BS,5/4/2023,7,WY10153_BS_07,45.118355,122.334962,2692,11:03,44.4,96.2,R,0,1,3,3,334,154,0,0,1,28.2,1.559,24.8,1.504,41.8,1.802,31.6,0.333333333
BLM,CL,10439,UU,5/4/2023,1,BLM10439_UU_01,45.141325,122.350265,2812,13:40,44.8,100,R,4,3,2,1,146,326,2,1,2,25.9,1.522,27.4,1.545,24.6,1.501,25.96666667,1.666666667
BLM,CL,10439,UU,5/4/2023,2,BLM10439_UU_02,45.1409,122.350091,2761,14:20,44.3,100,R,4,3,1,2,138,318,1,2,4,22.8,1.473,20.6,1.439,15.9,1.366,19.76666667,2.333333333
BLM,CL,10439,UU,5/4/2023,3,BLM10439_UU_03,45.14094,122.350611,2720,13:55,44.5,99.5,R,4,2,1,4,150,330,4,2,3,20.7,1.441,15.5,1.359,22.7,1.472,19.63333333,3
BLM,CL,10439,UU,5/4/2023,4,BLM10439_UU_04,45.141264,122.350761,2759,14:30,45,99.8,R,3,2,1,4,150,330,2,1,2.5,21,1.446,31.3,1.609,29.8,1.585,27.36666667,1.833333333
BLM,CL,10439,UU,5/4/2023,5,BLM10439_UU_05,45.141539,122.350516,2808,14:55,46.3,95.4,C,2,2,1,4,150,330,2,1,1.5,25.9,1.522,25.9,1.521,33.9,1.651,28.56666667,1.5
BLM,CL,10439,UU,5/4/2023,6,BLM10439_UU_06,45.14148,122.35032,2778,14:36,46,100,R,4,1,4,1,105,285,0,2,2,22.9,1.476,35.6,1.682,35.4,1.679,31.3,1.333333333
BLM,CL,10439,UU,5/4/2023,7,BLM10439_UU_07,45.14109,122.34996,2802,14:10,43.8,100,R,4,1,1,3,115,275,2,4,2,22.1,1.463,25.1,1.516,26.7,1.534,24.63333333,2.666666667
ODF,NC,12804,BU,5/8/2023,1,ODF12804_BU_01,44.820936,122.61328,1610,11:25,45.6,92.5,R,2,1,3,1,354,174,0,0.5,1,23.5,1.485,25.1,1.509,29.1,1.572,25.9,0.5
ODF,NC,12804,BU,5/8/2023,2,ODF12804_BU_02,44.821284,122.613246,1715,12:00,46.4,92.6,R,1,1,3,1,10,190,0,1,1,27.2,1.542,29.7,1.582,25.7,1.519,27.53333333,0.666666667
ODF,NC,12804,BU,5/8/2023,3,ODF12804_BU_03,44.8211,122.61292,1582,11:45,47.3,100,R,4,1,3,1,305,125,0,0,0.5,25.9,1.521,36.4,1.697,30.7,1.599,31,0.166666667
ODF,NC,12804,BU,5/8/2023,4,ODF12804_BU_04,44.82091,122.61311,1564,12:05,45.4,100,R,3,1,3,1,310,130,0,0,0,30.9,1.602,36.8,1.703,38.2,1.728,35.3,0
ODF,NC,12804,BU,5/8/2023,5,ODF12804_BU_05,44.8207,122.61331,1552,12:30,46,100,R,3,1,3,1,318,138,0,2,2,24.2,1.495,32.1,1.622,28.1,1.556,28.13333333,1.333333333
ODF,NC,12804,BU,5/8/2023,6,ODF12804_BU_06,44.82077,122.61369,1600,12:18,48.6,99,R,2,1,4,3,0,180,1,0,0,21.8,1.458,26.6,1.533,31.8,1.616,26.73333333,0.333333333
ODF,NC,12804,BU,5/8/2023,7,ODF12804_BU_07,44.82104,122.61384,1658,11:50,48.5,97.8,R,1,1,3,4,0,180,2,0,0,32.2,1.623,29.2,1.574,24.9,1.505,28.76666667,0.666666667
ODF,NC,12805,BU,5/8/2023,1,ODF12805_BS_01,44.82108,122.60849,1790,8:25,48.7,78.2,R,2,1,3,1,5,185,0,0.25,0,25.4,1.515,22.9,1.476,24.1,1.494,24.13333333,0.083333333
ODF,NC,12805,BU,5/8/2023,2,ODF12805_BS_02,44.821428,122.607786,1781,9:20,44.4,92.6,C,1,3,3,2,52,232,2,3,1,28.8,1.568,29.5,1.579,13.2,1.322,23.83333333,2
ODF,NC,12805,BU,5/8/2023,3,ODF12805_BS_03,44.82091,122.6081,1744,8:25,45.3,91.5,R,1,1,4,4,0,180,0.25,1,0,32.3,1.625,26.2,1.527,25.5,1.516,28,0.416666667
ODF,NC,12805,BU,5/8/2023,4,ODF12805_BS_04,44.82051,122.60854,1736,8:50,45.5,92.8,R,1,1,4,4,0,180,4,2,0.25,17.6,1.374,24.6,1.502,18.6,1.408,20.26666667,2.083333333
ODF,NC,12805,BU,5/8/2023,5,ODF12805_BS_05,44.82081,122.60886,1755,9:15,44.6,98.5,C,2,1,4,4,0,180,0.25,2,2,18.5,1.404,23.2,1.479,24.5,1.499,22.06666667,1.416666667
ODF,NC,12805,BU,5/8/2023,6,ODF12805_BS_06,44.821126,122.609061,1734,8:40,49.5,81.5,R,1,1,4,1,18,198,0,0.25,0.25,27.9,1.553,20.3,1.435,25.5,1.516,24.56666667,0.166666667
ODF,NC,12805,BU,5/8/2023,7,ODF12805_BS_07,44.82137,122.60832,1803,8:55,45.9,94.4,R,3,2,2,1,5,185,0.25,1,0.25,19.5,1.422,23.8,1.489,21.1,1.447,21.46666667,0.5
WY,CL,10399,HU,5/9/2023,1,WY10399_HU_01,45.007055,122.401084,2866,9:50,47.3,86.8,PC,0,2,3,4,170,350,0,2,1,26.2,1.527,24.1,1.493,26.9,1.538,25.73333333,1
WY,CL,10399,HU,5/9/2023,2,WY10399_HU_02,45.006825,122.401007,2888,10:15,52.4,91.1,PC,0,2,3,3,161,341,1,0,0,18.6,1.408,27.1,1.542,22.9,1.476,22.86666667,0.333333333
WY,CL,10399,HU,5/9/2023,3,WY10399_HU_03,45.00683,122.40134,2880,10:10,52.2,95,PC,0,2,4,4,170,350,0,1,1,25.4,1.515,27,1.539,22.6,1.47,25,0.666666667
WY,CL,10399,HU,5/9/2023,4,WY10399_HU_04,45.00716,122.4015,2860,10:37,51.1,81.1,PC,0,2,4,4,135,315,1,1,3,24.6,1.501,21.2,1.449,30.1,1.589,25.3,1.666666667
WY,CL,10399,HU,5/9/2023,5,WY10399_HU_05,45.00739,122.40111,2830,11:15,51.8,93,PC,0,1,3,3,144,324,0,2,2,21.4,1.452,22.2,1.465,21.3,1.45,21.63333333,1.333333333
WY,CL,10399,HU,5/9/2023,6,WY10399_HU_06,45.00725,122.40076,2841,10:50,50.4,83,PC,0,2,4,3,146,326,1,1,3,27.3,1.544,28.1,1.556,22.4,1.467,25.93333333,1.666666667
WY,CL,10399,HU,5/9/2023,7,WY10399_HU_07,45.007,122.40067,2880,10:20,49.5,90.7,PC,0,1,3,3,126,306,0,2,0,24.4,1.499,20.8,1.442,33.6,1.647,26.26666667,0.666666667
WY,CL,10965,HB,5/9/2023,1,WY10965_HB_01,45.03403,122.38007,2812,13:30,52.2,83.5,PC,0,2,2,2,170,350,0,0,0,39.9,1.763,30.9,1.603,28.5,1.563,33.1,0
WY,CL,10965,HB,5/9/2023,2,WY10965_HB_02,45.03373,122.3801,2823,13:54,56.1,81.6,PC,0,1,2,1,170,350,0.25,0,0.25,26.8,1.536,19.9,1.429,29.1,1.573,25.26666667,0.166666667
WY,CL,10965,HB,5/9/2023,3,WY10965_HB_03,45.03382,122.38042,2826,13:45,55.6,73.6,PC,0,1,2,1,145,325,0,0,0.25,29.1,1.573,34.5,1.664,39.6,1.755,34.4,0.083333333
WY,CL,10965,HB,5/9/2023,4,WY10965_HB_04,45.03408,122.38048,2798,14:05,52,72.4,PC,0,1,2,1,157,337,1,0.25,1,34.7,1.665,23.5,1.485,28.9,1.569,29.03333333,0.75
WY,CL,10965,HB,5/9/2023,5,WY10965_HB_05,45.034289,122.380207,2746,14:20,50.3,77.7,PC,0,1,3,1,170,350,0,0.25,0,24.8,1.504,21.1,1.448,28.1,1.556,24.66666667,0.083333333
WY,CL,10965,HB,5/9/2023,6,WY10965_HB_06,45.034214,122.379746,2765,14:00,52,74.4,PC,0,1,2,1,173,353,0,0,0.25,24.3,1.497,38.7,1.739,33.5,1.646,32.16666667,0.083333333
WY,CL,10965,HB,5/9/2023,7,WY10965_HB_07,45.033884,122.379638,2823,13:35,51.9,74.4,C,0,2,2,2,186,6,0,2,0,33.6,1.648,32.7,1.632,24.7,1.503,30.33333333,0.666666667
WY,CL,10498,HB,5/10/2023,1,WY10498_HB_01,45.043,122.37724,2943,8:05,51.4,70.2,S,0,1,2,1,55,235,0,0,0,15.8,1.364,22.9,1.476,15.2,1.355,17.96666667,0
WY,CL,10498,HB,5/10/2023,2,WY10498_HB_02,45.04311,122.37684,2962,8:30,50.9,80,S,0,1,3,1,45,225,0.25,0,0.25,18.9,1.414,28.1,1.556,26.3,1.528,24.43333333,0.166666667
WY,CL,10498,HB,5/10/2023,3,WY10498_HB_03,45.042828,122.376854,2950,8:00,53.9,80.3,S,0,1,2,1,40,220,0,0,0,23.6,1.486,19.9,1.429,21.3,1.45,21.6,0
WY,CL,10498,HB,5/10/2023,4,WY10498_HB_04,45.042664,122.377114,2901,8:30,50.8,76.3,S,0,1,3,1,47,227,0,0,0,24.9,1.505,22.8,1.474,27.5,1.547,25.06666667,0
WY,CL,10498,HB,5/10/2023,5,WY10498_HB_05,45.042739,122.377531,2906,8:50,53.8,69.4,S,0,1,4,1,53,233,0,0.25,3,23.8,1.489,18.5,1.406,31.8,1.616,24.7,1.083333333
WY,CL,10498,HB,5/10/2023,6,WY10498_HB_06,45.04303,122.37759,2920,8:33,52.2,72.9,S,0,2,3,1,30,210,0,0,0,21.4,1.451,19.5,1.422,23.6,1.486,21.5,0
WY,CL,10498,HB,5/10/2023,7,WY10498_HB_07,45.04327,122.37729,2935,8:10,50.7,73.1,S,0,2,3,1,30,210,0,0.25,0.25,25.4,1.513,22.7,1.472,33.5,1.646,27.2,0.166666667
WY,CL,10553,HB,5/10/2023,1,WY10553_HB_01,45.049503,122.366246,2489,12:00,60.3,65.6,S,0,1,2,1,227,47,0,0,0,17.9,1.398,13.2,1.324,15.2,1.354,15.43333333,0
WY,CL,10553,HB,5/10/2023,2,WY10553_HB_02,45.049429,122.366635,2529,12:30,64.4,64,S,0,2,2,2,241,61,0,0,0,14.6,1.345,19.9,1.429,14.2,1.326,16.23333333,0
WY,CL,10553,HB,5/10/2023,3,WY10553_HB_03,45.0497,122.36659,2510,12:12,60.2,65,S,0,1,2,1,245,65,0,0.5,0,22.8,1.473,19.8,1.427,21.5,1.453,21.36666667,0.166666667
WY,CL,10553,HB,5/10/2023,4,WY10553_HB_04,45.04979,122.36616,2480,12:35,62.8,63,PC,0,2,2,2,245,65,0,0.5,0,17.7,1.394,12.4,1.309,23.4,1.483,17.83333333,0.166666667
WY,CL,10553,HB,5/10/2023,5,WY10553_HB_05,45.0496,122.36576,2465,13:00,63.4,52.7,S,0,1,2,1,243,63,0,0,0,13.5,1.327,10.3,1.275,14,1.336,12.6,0
WY,CL,10553,HB,5/10/2023,6,WY10553_HB_06,45.0494,122.36583,2472,12:45,63,52,S,0,1,1,2,255,75,0,0,0,16.4,1.374,11.8,1.299,12.2,1.307,13.46666667,0
WY,CL,10553,HB,5/10/2023,7,WY10553_HB_07,45.0492,122.36607,2480,12:20,63.4,62.9,S,0,1,2,1,244,64,0,0,0,14,1.336,26.1,1.525,14.1,1.337,18.06666667,0
ODF,NC,12392,BU,5/11/2023,1,ODF12392_BU_01,44.73231,122.13914,1997,9:45,52.3,77.5,S,1,1,3,1,30,210,0.5,0.25,0.25,18.3,1.404,13.6,1.329,12.6,1.313,14.83333333,0.333333333
ODF,NC,12392,BU,5/11/2023,2,ODF12392_BU_02,44.73247,122.13896,2049,10:15,54.6,73.6,S,1,1,4,1,30,210,0.5,0,0,13.4,1.327,11.2,1.291,12.3,1.308,12.3,0.166666667
ODF,NC,12392,BU,5/11/2023,3,ODF12392_BU_03,44.73223,122.13877,2047,10:10,58.4,72.1,S,2,1,2,2,338,158,0.25,0.5,0.25,22.1,1.463,16.4,1.374,14.8,1.348,17.76666667,0.333333333
ODF,NC,12392,BU,5/11/2023,4,ODF12392_BU_04,44.73207,122.13897,2008,10:35,57.3,80.4,S,2,1,2,1,345,165,1,0.25,0.25,19.3,1.419,14.8,1.348,17.4,1.389,17.16666667,0.5
ODF,NC,12392,BU,5/11/2023,5,ODF12392_BU_05,44.7321,122.13939,1970,11:00,57.3,75.1,S,1,1,4,1,8,188,0.5,0.25,0.25,13.6,1.329,15.2,1.354,19.2,1.417,16,0.333333333
ODF,NC,12392,BU,5/11/2023,6,ODF12392_BU_06,44.732286,122.139545,1979,10:25,57.8,79.5,S,1,1,3,1,27,207,0.25,0,0.25,13.6,1.33,18.6,1.408,18,1.399,16.73333333,0.166666667
ODF,NC,12392,BU,5/11/2023,7,ODF12392_BU_07,44.732554,122.13936,2062,10:00,54.3,82.7,S,1,1,4,1,20,200,1,0,0,15.4,1.359,20.4,1.435,16.6,1.378,17.46666667,0.333333333
WY,SP,20616,UU,5/15/2023,1,WY20616_UU_01,44.6305,122.69066,1108,8:00,65.7,68.7,S,4,1,3,2,80,260,4,3,3,24.2,1.495,20.7,1.441,35.5,1.679,26.8,3.333333333
WY,SP,20616,UU,5/15/2023,2,WY20616_UU_02,44.63045,122.69022,1127,8:25,64.6,66.2,S,4,1,4,1,68,248,4,5,8,33.6,1.643,28.3,1.559,31.8,1.615,31.23333333,5.666666667
WY,SP,20616,UU,5/15/2023,3,WY20616_UU_03,44.63018,122.69076,1126,8:10,65.2,75,S,2,1,4,1,65,245,5,2,6,26.6,1.533,30.4,1.593,23.8,1.489,26.93333333,4.333333333
WY,SP,20616,UU,5/15/2023,4,WY20616_UU_04,44.63024,122.69117,1183,8:35,65.3,68.5,S,3,2,4,3,60,240,0.25,2,2,30.6,1.596,37.6,1.716,29.6,1.579,32.6,1.416666667
WY,SP,20616,UU,5/15/2023,5,WY20616_UU_05,44.63066,122.691162,1120,8:55,66.8,66.2,S,4,2,3,2,95,275,6,1,3,30.4,1.593,24.4,1.498,22.9,1.475,25.9,3.333333333
WY,SP,20616,UU,5/15/2023,6,WY20616_UU_06,44.630787,122.690963,1159,8:35,66.5,59.6,S,4,1,4,1,47,227,5,6,3,26.6,1.533,34.2,1.656,21.1,1.447,27.3,4.666666667
WY,SP,20616,UU,5/15/2023,7,WY20616_UU_07,44.630819,122.690477,1221,8:00,65.9,66.9,S,4,3,4,2,51,231,2,2,4,17.3,1.388,20.3,1.435,30.4,1.593,22.66666667,2.666666667
BLM,SP,29121,UU,5/15/2023,1,BLM29121_UU_01,44.66118,122.69572,1340,11:32,75.4,50.7,S,3,2,3,4,270,90,2,1,1,22.1,1.463,25.8,1.52,24,1.49,23.96666667,1.333333333
BLM,SP,29121,UU,5/15/2023,2,BLM29121_UU_02,44.66127,122.6962,1390,12:15,75.8,45.3,S,2,1,4,2,270,90,3,3,3,29.7,1.582,24.4,1.498,32.8,1.633,28.96666667,3
BLM,SP,29121,UU,5/15/2023,3,BLM29121_UU_03,44.661427,122.695785,1375,11:50,73.9,57,S,3,1,1,1,265,85,3,1.5,4,30.3,1.593,30.6,1.597,22.4,1.467,27.76666667,2.833333333
