"site_id","landowner","stand","site_rep","trt","year","date","date_mdy","subplot","lat","long","time","weather","canopy_cov","dwd_cov","veg_cov","fwd_cov","soil_moist_avg","jul_date","dwd_count","stumps","logs","size_cl","decay_cl","char_cl","length_cl","plot_id","tree_farm","elev","temp","hum","obs","PLDU","ENES","OSS","TAGR","AMGR","ANFE"
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/23","23-03-15",1,45.07887,122.58288,"","S",3,2,4,1,23.03333333,74,6,1,5,1.3,3,1,1.7,"12239 _ 1 _ 2023 _ 1","CL",709.11,51.7,63.7,NA,0,0,0,0,0,0
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/23","23-03-15",2,45.079175,122.582804,"","PC",3,1,3,2,25.7,74,2,0,2,1.5,3,1,2.5,"12239 _ 1 _ 2023 _ 2","CL",709.11,48.3,58.9,NA,0,0,0,0,0,0
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/23","23-03-15",3,45.079001,122.582554,"","PC",3,2,3,2,28.93333333,74,3,1,2,1.7,3,1,1.7,"12239 _ 1 _ 2023 _ 3","CL",709.11,51.7,66.4,NA,0,0,0,0,0,0
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/23","23-03-15",4,45.078851,122.582649,"","PC",2,1,4,2,31.83333333,74,3,1,2,2,3,1,2,"12239 _ 1 _ 2023 _ 4","CL",709.11,47.3,67.3,NA,0,0,0,0,0,0
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/23","23-03-15",5,45.07853,122.582999,"","PC",3,1,4,4,20.36666667,74,6,1,5,1.2,2.3,1,2.5,"12239 _ 1 _ 2023 _ 5","CL",709.11,50,54.7,NA,0,0,0,0,0,0
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/23","23-03-15",6,45.078799,122.58332,"","PC",4,1,3,3,42.63333333,NA,NA,NA,NA,NA,NA,NA,NA,"12239 _ 1 _ 2023 _ 6","CL",709.11,48.1,56.6,NA,0,0,0,0,0,0
"12239 _ 1 _ 2023","BLM",12239,1,"UU",2023,"3/15/23","23-03-15",7,45.0792,122.583131,"","PC",3,2,3,4,8.866666667,74,6,2,4,1.2,3,1,1.8,"12239 _ 1 _ 2023 _ 7","CL",709.11,50.1,62.4,NA,0,0,0,0,0,0
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/23","23-05-02",1,44.81345,122.61021,"12:50","C",1,1,3,1,13.93333333,122,8,1,7,1.2,3,3,2.2,"12349 _ 1 _ 2023 _ 1","NC",1511,55.4,76.5,NA,0,0,2,0,0,0
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/23","23-05-02",2,44.81327,122.61029,"13:15","C",2,1,2,1,11.4,122,5,0,5,1,3,3,2.2,"12349 _ 1 _ 2023 _ 2","NC",1530,55.4,72.4,NA,0,0,1,0,0,0
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/23","23-05-02",3,44.81364,122.6106,"12:55","C",1,1,4,1,21.36666667,122,6,1,5,1.2,1.8,2.2,2.2,"12349 _ 1 _ 2023 _ 3","NC",1562,55.3,73.7,NA,0,0,0,0,0,0
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/23","23-05-02",4,44.81396,122.6105,"13:16","C",1,2,4,2,23.23333333,122,9,0,9,1,2.4,2.4,2.2,"12349 _ 1 _ 2023 _ 4","NC",1519,53.4,79,NA,0,0,3,0,0,0
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/23","23-05-02",5,44.81376,122.61007,"13:45","C",1,1,4,2,19.83333333,122,3,1,2,1.3,2,3,2,"12349 _ 1 _ 2023 _ 5","NC",1500,56,75.1,NA,0,1,0,0,0,0
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/23","23-05-02",6,44.813375,122.609836,"13:00","C",1,1,4,1,14.7,122,1,0,1,1,3,3,3,"12349 _ 1 _ 2023 _ 6","NC",1532,56.7,79,NA,0,0,1,0,0,0
"12349 _ 1 _ 2023","ODF",12349,1,"BU",2023,"5/2/23","23-05-02",7,44.813141,122.609918,"13:25","C",1,1,4,2,14.9,122,2,1,1,1.5,3,2.5,1.5,"12349 _ 1 _ 2023 _ 7","NC",1520,55.8,72.9,NA,0,1,1,0,0,0
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/23","23-05-23",1,44.8117,122.609689,"12:55","S",1,2,4,1,12.66666667,143,5,3,2,1.4,2.2,3,1.2,"12351 _ 1 _ 2023 _ 1","NC",1492,68.2,48.6,NA,0,0,0,0,0,0
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/23","23-05-23",2,44.811752,122.610129,"13:20","S",1,1,4,1,7.133333333,143,2,0,2,1,3,3,2,"12351 _ 1 _ 2023 _ 2","NC",1561,70.9,42.2,NA,0,0,0,0,0,0
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/23","23-05-23",3,44.81202,122.60973,"13:15","S",1,1,4,1,9,143,4,1,3,1,2.5,2.8,1.5,"12351 _ 1 _ 2023 _ 3","NC",1534,65.3,43.4,NA,0,1,0,0,0,0
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/23","23-05-23",4,44.81182,122.60931,"13:44","S",1,1,4,1,7.933333333,143,4,0,4,1,2.8,2.2,2.2,"12351 _ 1 _ 2023 _ 4","NC",1511,64.3,42.8,NA,0,0,0,0,0,0
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/23","23-05-23",5,44.81161,122.60931,"14:10","S",1,2,4,1,9.933333333,143,6,1,5,1.2,2.3,2.2,2,"12351 _ 1 _ 2023 _ 5","NC",1510,67,45.1,NA,0,0,0,0,0,0
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/23","23-05-23",6,44.81144,122.60959,"14:00","S",2,1,4,1,12.33333333,143,3,0,3,1.7,3,3,3,"12351 _ 1 _ 2023 _ 6","NC",1518,64.3,35.3,NA,0,1,0,0,0,0
"12351 _ 1 _ 2023","ODF",12351,1,"BU",2023,"5/23/23","23-05-23",7,44.81153,122.61016,"13:25","S",2,1,4,1,10.83333333,144,3,0,3,1,2,2.3,2.7,"12351 _ 1 _ 2023 _ 7","NC",1524,62.7,44.4,NA,0,0,0,0,0,0
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/23","23-04-25",1,44.78274,122.46156,"12:25","S",0,1,4,1,35.93333333,115,7,5,2,1.6,2.1,3,0.6,"12362 _ 1 _ 2023 _ 1","NC",1954,65.1,57,NA,0,0,0,0,0,0
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/23","23-04-25",2,44.78284,122.46116,"12:45","S",0,2,3,1,25.16666667,115,12,9,3,1.6,2.3,3,0.8,"12362 _ 1 _ 2023 _ 2","NC",1970,63.2,54.1,NA,0,0,0,0,0,0
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/23","23-04-25",3,44.78252,122.46122,"12:25","S",0,1,4,2,30.43333333,115,12,11,1,1.5,2,2.8,0.4,"12362 _ 1 _ 2023 _ 3","NC",1953,63.2,51.5,NA,0,0,0,0,0,0
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/23","23-04-25",4,44.7824,122.46162,"12:45","S",0,1,4,1,29.46666667,115,6,6,0,1.7,1.8,3,0,"12362 _ 1 _ 2023 _ 4","NC",1940,58,56.8,NA,0,0,0,0,0,0
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/23","23-04-25",5,44.782617,122.462018,"13:00","S",0,1,4,1,21.43333333,115,4,4,0,1.8,1.8,2.8,0,"12362 _ 1 _ 2023 _ 5","NC",1931,68.7,54.6,NA,0,1,0,0,0,0
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/23","23-04-25",6,44.782877,122.461945,"12:40","S",0,1,4,1,26.7,115,4,4,0,1.2,1.8,3,0,"12362 _ 1 _ 2023 _ 6","NC",1967,65.7,57.1,NA,0,0,0,0,0,0
"12362 _ 1 _ 2023","ODF",12362,1,"HB",2023,"4/25/23","23-04-25",7,44.783026,122.461563,"12:20","S",0,1,4,1,31.53333333,115,6,6,0,1,2,3,0,"12362 _ 1 _ 2023 _ 7","NC",1947,60.3,55.3,NA,0,0,0,0,0,0
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/23","23-04-25",1,44.77559,122.47537,"9:40","S",0,1,4,1,30.26666667,115,2,2,0,1.5,3,3,0,"12364 _ 1 _ 2023 _ 1","NC",1681,56.2,74.8,NA,0,0,0,0,0,0
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/23","23-04-25",2,44.77588,122.47545,"10:05","S",0,1,4,1,30.36666667,115,2,2,0,1,3,3,0,"12364 _ 1 _ 2023 _ 2","NC",1704,58.9,70,NA,0,0,0,0,0,0
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/23","23-04-25",3,44.7758,122.475117,"9:40","S",0,1,4,1,29.8,115,4,3,1,1.2,1.8,3,0.5,"12364 _ 1 _ 2023 _ 3","NC",1694,60.1,58.2,NA,0,0,0,0,0,0
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/23","23-04-25",4,44.775459,122.475009,"10:00","S",0,1,4,1,34.43333333,115,2,2,0,2,1.5,3,0,"12364 _ 1 _ 2023 _ 4","NC",1671,58.1,58.9,NA,0,0,0,0,0,0
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/23","23-04-25",5,44.775281,122.475273,"10:20","S",0,1,4,1,35.3,115,3,3,0,1,1.7,3,0,"12364 _ 1 _ 2023 _ 5","NC",1651,61.1,57.5,NA,0,0,0,0,0,0
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/23","23-04-25",6,44.77533,122.47567,"10:06","S",0,1,2,2,29.46666667,115,2,2,0,1,2,3,0,"12364 _ 1 _ 2023 _ 6","NC",1670,60.3,56.8,NA,0,0,0,0,0,0
"12364 _ 1 _ 2023","ODF",12364,1,"HB",2023,"4/25/23","23-04-25",7,44.77563,122.47582,"9:36","S",0,2,4,1,28.5,115,10,6,4,1.4,2.8,3,0.7,"12364 _ 1 _ 2023 _ 7","NC",1680,56.1,78.3,NA,0,0,0,0,0,0
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/23","23-05-11",1,44.73231,122.13914,"9:45","S",1,1,3,1,14.83333333,131,4,3,1,1.5,2.8,3,0.8,"12392 _ 1 _ 2023 _ 1","NC",1997,52.3,77.5,NA,0,0,0,0,0,0
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/23","23-05-11",2,44.73247,122.13896,"10:15","S",1,1,4,1,12.3,131,1,1,0,2,2,3,0,"12392 _ 1 _ 2023 _ 2","NC",2049,54.6,73.6,NA,0,0,0,0,0,0
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/23","23-05-11",3,44.73223,122.13877,"10:10","S",2,1,2,2,17.76666667,131,2,2,0,1.5,3,3,0,"12392 _ 1 _ 2023 _ 3","NC",2047,58.4,72.1,NA,0,1,0,0,0,0
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/23","23-05-11",4,44.73207,122.13897,"10:35","S",2,1,2,1,17.16666667,131,2,2,0,1.5,3,3,0,"12392 _ 1 _ 2023 _ 4","NC",2008,57.3,80.4,NA,0,0,0,0,0,0
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/23","23-05-11",5,44.7321,122.13939,"11:00","S",1,1,4,1,16,131,1,1,0,2,3,3,0,"12392 _ 1 _ 2023 _ 5","NC",1970,57.3,75.1,NA,0,0,0,0,0,0
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/23","23-05-11",6,44.732286,122.139545,"10:25","S",1,1,3,1,16.73333333,131,4,1,3,1,3,3,2.2,"12392 _ 1 _ 2023 _ 6","NC",1979,57.8,79.5,NA,0,1,0,0,0,0
"12392 _ 1 _ 2023","ODF",12392,1,"BU",2023,"5/11/23","23-05-11",7,44.732554,122.13936,"10:00","S",1,1,4,1,17.46666667,131,4,2,2,1.2,2.8,3,1.5,"12392 _ 1 _ 2023 _ 7","NC",2062,54.3,82.7,NA,0,0,0,0,0,0
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/23","23-04-27",1,44.766,122.37062,"9:00","S",1,1,2,2,10.8,117,7,3,4,1.7,2.9,3,1.6,"12421 _ 1 _ 2023 _ 1","NC",2020,62,58.4,NA,0,0,2,0,0,0
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/23","23-04-27",2,44.76633,122.37407,"9:45","S",1,1,2,2,29.76666667,117,7,2,5,1.6,2.9,2.9,2.1,"12421 _ 1 _ 2023 _ 2","NC",2040,60.7,57.3,NA,0,1,3,0,0,0
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/23","23-04-27",3,44.76596,122.37014,"9:07","S",1,1,3,2,20.46666667,117,2,0,2,1,3,3,1,"12421 _ 1 _ 2023 _ 3","NC",2035,60.9,60.2,NA,0,0,1,0,0,0
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/23","23-04-27",4,44.76568,122.3035,"9:35","S",1,1,3,2,20.43333333,117,1,0,1,2,2,3,3,"12421 _ 1 _ 2023 _ 4","NC",2002,60,57.9,NA,0,1,0,0,0,0
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/23","23-04-27",5,44.76568,122.37082,"9:50","S",0,2,2,1,8.766666667,117,4,2,2,2,3,3,1.2,"12421 _ 1 _ 2023 _ 5","NC",1956,62.4,59.4,NA,0,0,2,0,0,0
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/23","23-04-27",6,44.765985,122.371074,"9:15","S",1,1,2,1,9.866666667,117,3,0,3,1,1.3,2,2,"12421 _ 1 _ 2023 _ 6","NC",2012,60,67.1,NA,0,0,0,0,0,0
"12421 _ 1 _ 2023","ODF",12421,1,"BU",2023,"4/27/23","23-04-27",7,44.766232,122.370901,"9:40","S",1,1,2,3,8.266666667,117,1,1,0,2,2,3,0,"12421 _ 1 _ 2023 _ 7","NC",2016,62,63.4,NA,0,0,0,0,0,0
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/23","23-04-27",1,44.772018,122.377738,"12:00","S",1,2,4,2,27.63333333,117,5,1,4,1.6,2.8,3,1.8,"12441 _ 1 _ 2023 _ 1","NC",1968,72.5,47.6,NA,0,0,0,0,0,0
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/23","23-04-27",2,44.772186,122.377178,"12:35","S",1,0,3,1,23.56666667,NA,NA,NA,NA,NA,NA,NA,NA,"12441 _ 1 _ 2023 _ 2","NC",1975,78.7,41.1,NA,0,0,0,0,0,0
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/23","23-04-27",3,44.7718,122.37727,"12:22","S",1,2,4,1,26.33333333,117,5,1,4,1.4,2.4,3,2.4,"12441 _ 1 _ 2023 _ 3","NC",1942,72.8,43.5,NA,0,0,1,0,0,0
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/23","23-04-27",4,44.7717,122.3777,"12:50","S",1,2,4,2,22.1,117,4,1,3,2,3,3,1.8,"12441 _ 1 _ 2023 _ 4","NC",1878,74.9,44.9,NA,0,1,2,0,0,0
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/23","23-04-27",5,44.77181,122.37817,"13:10","S",1,3,4,1,20.96666667,117,9,0,9,1.7,2,3,2.9,"12441 _ 1 _ 2023 _ 5","NC",1966,75.9,39.9,NA,0,1,1,0,0,0
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/23","23-04-27",6,44.77209,122.37801,"13:15","S",1,2,3,2,24.7,117,10,2,8,1.5,2.6,3,2.4,"12441 _ 1 _ 2023 _ 6","NC",1887,75.9,38.8,NA,0,2,0,0,0,0
"12441 _ 1 _ 2023","ODF",12441,1,"BU",2023,"4/27/23","23-04-27",7,44.77233,122.3775,"12:50","S",1,1,3,1,28.56666667,117,1,0,1,1,2,3,2,"12441 _ 1 _ 2023 _ 7","NC",1970,75.1,41.9,NA,0,0,0,0,0,0
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/23","23-04-26",1,44.73774,122.40174,"9:05","S",2,1,4,2,11,116,2,2,0,1.5,1.5,2,0,"12560 _ 1 _ 2023 _ 1","NC",1350,53.9,69.9,NA,0,0,0,0,0,0
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/23","23-04-26",2,44.73797,122.40196,"9:40","S",1,1,4,2,13.23333333,116,4,3,1,1.8,2.8,2,0.5,"12560 _ 1 _ 2023 _ 2","NC",1420,57.2,64.6,NA,0,0,0,0,0,0
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/23","23-04-26",3,44.737979,122.401535,"9:15","S",3,0,3,2,13.16666667,NA,NA,NA,NA,NA,NA,NA,NA,"12560 _ 1 _ 2023 _ 3","NC",1424,57.6,62.4,NA,0,0,0,0,0,0
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/23","23-04-26",4,44.737521,122.4014,"9:45","S",2,1,3,2,21.53333333,116,3,3,0,1.3,2,2.7,0,"12560 _ 1 _ 2023 _ 4","NC",1405,58.7,61.6,NA,0,0,0,0,0,0
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/23","23-04-26",5,44.737442,122.401818,"10:12","S",1,1,4,2,17.06666667,116,2,2,0,1,1,2,0,"12560 _ 1 _ 2023 _ 5","NC",1390,61,62.5,NA,0,1,0,0,0,0
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/23","23-04-26",6,44.7376,122.4022,"10:00","S",3,3,4,1,13.5,116,4,2,2,1.5,2.8,3,1.5,"12560 _ 1 _ 2023 _ 6","NC",1380,58.9,60,NA,0,0,0,0,0,0
"12560 _ 1 _ 2023","ODF",12560,1,"BU",2023,"4/26/23","23-04-26",7,44.73794,122.40217,"9:35","S",2,2,3,1,15.3,116,2,2,0,1.5,2,3,0,"12560 _ 1 _ 2023 _ 7","NC",1409,57.5,69,NA,0,0,0,0,0,0
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/23","23-05-08",1,44.820936,122.61328,"11:25","R",2,1,3,1,25.9,128,2,0,2,1,2.5,3,2,"12804 _ 1 _ 2023 _ 1","NC",1610,45.6,92.5,NA,0,0,1,0,0,0
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/23","23-05-08",2,44.821284,122.613246,"12:00","R",1,1,3,1,27.53333333,128,2,0,2,1,2,2.5,2,"12804 _ 1 _ 2023 _ 2","NC",1715,46.4,92.6,NA,0,0,0,0,0,0
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/23","23-05-08",3,44.8211,122.61292,"11:45","R",4,1,3,1,31,128,4,0,4,1,2,2.8,2,"12804 _ 1 _ 2023 _ 3","NC",1582,47.3,100,NA,0,0,0,0,0,0
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/23","23-05-08",4,44.82091,122.61311,"12:05","R",3,1,3,1,35.3,128,6,2,4,1,2.7,3,1.2,"12804 _ 1 _ 2023 _ 4","NC",1564,45.4,100,NA,0,0,0,0,0,0
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/23","23-05-08",5,44.8207,122.61331,"12:30","R",3,1,3,1,28.13333333,128,6,1,5,1.2,2.7,3,1.5,"12804 _ 1 _ 2023 _ 5","NC",1552,46,100,NA,0,0,2,0,0,0
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/23","23-05-08",6,44.82077,122.61369,"12:18","R",2,1,4,3,26.73333333,128,2,0,2,1,3,3,2,"12804 _ 1 _ 2023 _ 6","NC",1600,48.6,99,NA,0,0,1,0,0,0
"12804 _ 1 _ 2023","ODF",12804,1,"BU",2023,"5/8/23","23-05-08",7,44.82104,122.61384,"11:50","R",1,1,3,4,28.76666667,128,4,0,4,1.2,1.8,1.8,2.2,"12804 _ 1 _ 2023 _ 7","NC",1658,48.5,97.8,NA,0,0,1,0,0,0
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/23","23-05-08",1,44.82108,122.60849,"8:25","R",2,1,3,1,24.13333333,128,7,5,2,1.3,2.7,3,0.9,"12805 _ 1 _ 2023 _ 1","NC",1790,48.7,78.2,NA,0,0,0,0,0,0
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/23","23-05-08",2,44.821428,122.607786,"9:20","C",1,3,3,2,23.83333333,128,7,1,6,1.9,2.7,3,1.9,"12805 _ 1 _ 2023 _ 2","NC",1781,44.4,92.6,NA,0,0,0,0,0,0
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/23","23-05-08",3,44.82091,122.6081,"8:25","R",1,1,4,4,28,128,3,3,0,2,2.7,2.7,0,"12805 _ 1 _ 2023 _ 3","NC",1744,45.3,91.5,NA,0,0,0,0,0,0
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/23","23-05-08",4,44.82051,122.60854,"8:50","R",1,1,4,4,20.26666667,128,4,0,4,1.2,2.8,3,2,"12805 _ 1 _ 2023 _ 4","NC",1736,45.5,92.8,NA,0,0,0,0,0,0
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/23","23-05-08",5,44.82081,122.60886,"9:15","C",2,1,4,4,22.06666667,128,7,3,4,1.7,2.7,3,1.1,"12805 _ 1 _ 2023 _ 5","NC",1755,44.6,98.5,NA,0,0,0,0,0,0
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/23","23-05-08",6,44.821126,122.609061,"8:40","R",1,1,4,1,24.56666667,128,4,2,2,1.2,2,2.8,1.2,"12805 _ 1 _ 2023 _ 6","NC",1734,49.5,81.5,NA,0,0,0,0,0,0
"12805 _ 1 _ 2023","ODF",12805,1,"BU",2023,"5/8/23","23-05-08",7,44.82137,122.60832,"8:55","R",3,2,2,1,21.46666667,128,10,2,8,1.7,3,3,2,"12805 _ 1 _ 2023 _ 7","NC",1803,45.9,94.4,NA,0,0,0,0,0,0
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/23","23-03-16",1,45.03622,122.613896,"","S",2,1,1,4,33.1,75,5,1,4,1,2.6,1,2.4,"13924 _ 1 _ 2023 _ 1","CL",897.9,34.2,76.7,NA,0,0,0,0,0,0
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/23","23-03-16",2,45.036227,122.612906,"","PC",3,1,4,3,25.93333333,NA,NA,NA,NA,NA,NA,NA,NA,"13924 _ 1 _ 2023 _ 2","CL",897.9,36.5,85.6,NA,0,0,0,0,0,0
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/23","23-03-16",3,45.036286,122.613817,"","S",1,1,3,4,25.5,75,5,1,4,1.6,3,1,2,"13924 _ 1 _ 2023 _ 3","CL",897.9,33.2,88.4,NA,0,1,0,0,0,0
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/23","23-03-16",4,45.036259,122.613825,"","S",3,2,3,4,30.46666667,75,7,1,6,1.1,2.3,1,2,"13924 _ 1 _ 2023 _ 4","CL",897.9,38.1,79.1,NA,0,0,0,0,0,0
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/23","23-03-16",5,45.036159,122.613865,"","S",1,3,3,2,17.63333333,75,13,1,12,1.2,2.5,1,2.5,"13924 _ 1 _ 2023 _ 5","CL",897.9,41.3,81.3,NA,0,0,0,0,0,0
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/23","23-03-16",6,45.036378,122.613652,"","S",1,2,4,4,18.13333333,75,4,1,3,1,2.2,1,2.2,"13924 _ 1 _ 2023 _ 6","CL",897.9,42.8,80,NA,0,0,0,0,0,0
"13924 _ 1 _ 2023","BLM",13924,1,"UU",2023,"3/16/23","23-03-16",7,45.036276,122.613927,"","C",2,1,3,3,24.13333333,75,5,1,4,1.2,2.4,1,2,"13924 _ 1 _ 2023 _ 7","CL",897.9,35.4,94.4,NA,0,0,0,0,0,0
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/23","23-03-27",1,45.0008,122.5664,"","C",2,1,3,2,29,86,1,1,0,2,3,3,0,"15562 _ 1 _ 2023 _ 1","CL",1263,49.8,66,NA,0,0,0,0,0,0
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/23","23-03-27",2,45.00102,122.56621,"","C",2,1,4,4,38.53333333,86,1,1,0,2,3,3,0,"15562 _ 1 _ 2023 _ 2","CL",1220,50.9,58.8,NA,0,2,0,0,0,0
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/23","23-03-27",3,45.001,122.56601,"","PC",1,2,3,2,35.16666667,86,3,2,1,1,2.7,3,1,"15562 _ 1 _ 2023 _ 3","CL",1213,52.5,62.6,NA,0,0,0,0,0,0
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/23","23-03-27",4,45.00032,122.566309,"","PC",1,1,4,3,41.26666667,86,2,1,1,1.5,2,2.5,1.5,"15562 _ 1 _ 2023 _ 4","CL",1195,50.4,53.2,NA,0,0,0,0,0,0
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/23","23-03-27",5,45.000594,122.588822,"","C",2,2,4,2,32.3,86,3,1,2,1.3,3,3,1.3,"15562 _ 1 _ 2023 _ 5","CL",1147,50.4,48.4,NA,0,0,1,0,0,0
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/23","23-03-27",6,45.0009,122.5668,"","PC",1,1,2,2,32.4,86,5,0,5,1.2,2.6,2.4,2.8,"15562 _ 1 _ 2023 _ 6","CL",1220,49.2,67.6,NA,0,2,0,0,0,0
"15562 _ 1 _ 2023","BLM",15562,1,"BU",2023,"3/27/23","23-03-27",7,45.00119,122.56644,"15:00","C",1,1,4,3,42.3,86,2,0,2,1,2,2,3,"15562 _ 1 _ 2023 _ 7","CL",1276,53.5,42.9,NA,0,0,0,0,0,0
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/23","23-03-29",1,44.99322,122.47645,"12:35","PC",1,0,4,2,29.63333333,NA,NA,NA,NA,NA,NA,NA,NA,"16804 _ 1 _ 2023 _ 1","CL",1570,47.7,74.6,NA,0,0,0,0,0,0
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/23","23-03-29",2,44.99308,122.47611,"13:10","PC",1,1,4,3,31.4,88,3,0,3,1,2,2,2,"16804 _ 1 _ 2023 _ 2","CL",1658,50,72.5,NA,0,0,0,0,0,0
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/23","23-03-29",3,44.992772,122.476332,"13:44","S",1,0,4,3,26.3,NA,NA,NA,NA,NA,NA,NA,NA,"16804 _ 1 _ 2023 _ 3","CL",1662,52.2,70.3,NA,0,0,0,0,0,0
"16804 _ 1 _ 2023","BLM",16804,1,"BU",2023,"3/29/23","23-03-29",4,44.992727,122.476816,"12:45","PC",1,1,4,2,23.63333333,88,1,1,0,2,3,3,0,"16804 _ 1 _ 2023 _ 4","CL",1585,48.6,75.8,NA,0,0,0,0,0,0
