"plot_id","site_id","landowner","tree_farm","stand","subplot","trt","year","date","date_mdy","lat","long","weather","elev","temp","hum","canopy_cov","veg_cov","dwd_cov","fwd_cov","soil_moist_avg","obs","PLDU","ENES","OSS","TAGR","AMGR","ANFE"
"10553 _ 1 _ 2023 _ 7","10553 _ 1 _ 2023","WY","CL",10553,7,"HB",2023,"5/10/2023",2023-05-10,45.0492,122.36607,"S",2480,63.4,62.9,0,2,1,1,18.06666667,NA,0,0,2,0,0,0
"10597 _ 1 _ 2023 _ 1","10597 _ 1 _ 2023","WY","CL",10597,1,"HB",2023,"3/23/2023",2023-03-23,45.08598,45.3476,"SN",2539,37.4,87.3,0,1,1,2,31.26666667,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023 _ 2","10597 _ 1 _ 2023","WY","CL",10597,2,"HB",2023,"3/23/2023",2023-03-23,45.08578,122.3481,"SN",2559,37.8,91,0,1,2,1,26.06666667,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023 _ 3","10597 _ 1 _ 2023","WY","CL",10597,3,"HB",2023,"3/23/2023",2023-03-23,45.085971,122.348164,"SN",2531,39.1,83.5,0,1,1,1,22.03333333,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023 _ 4","10597 _ 1 _ 2023","WY","CL",10597,4,"HB",2023,"3/23/2023",2023-03-23,45.086223,122.347995,"R",2515,38.1,88.3,0,4,1,1,27.8,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023 _ 5","10597 _ 1 _ 2023","WY","CL",10597,5,"HB",2023,"3/23/2023",2023-03-23,45.08622,122.34785,"SN",2490,37.4,89.3,0,2,1,1,20,NA,1,0,0,0,0,0
"10597 _ 1 _ 2023 _ 6","10597 _ 1 _ 2023","WY","CL",10597,6,"HB",2023,"3/23/2023",2023-03-23,45.085989,122.347278,"SN",2544,39.8,86,0,2,1,0,17.83333333,NA,0,0,0,0,0,0
"10597 _ 1 _ 2023 _ 7","10597 _ 1 _ 2023","WY","CL",10597,7,"HB",2023,"3/23/2023",2023-03-23,45.08571,122.34752,"SN",2515,37.8,86,0,1,2,1,25.66666667,NA,0,0,0,0,0,0
"10597 _ 1 _ 2024 _ 1","10597 _ 1 _ 2024","WY","CL",10597,1,"HB",2024,"5/21/2024",2024-05-21,45.08609,122.344644,"R",2299,50.7,86.8,0,3,2,2,24.83,"SLG",0,0,0,0,0,0
"10597 _ 1 _ 2024 _ 2","10597 _ 1 _ 2024","WY","CL",10597,2,"HB",2024,"5/21/2024",2024-05-21,45.08634,122.345038,"R",2299,50.7,86.8,0,3,2,2,16.97,"SLG",0,0,0,0,0,0
"10597 _ 1 _ 2024 _ 3","10597 _ 1 _ 2024","WY","CL",10597,3,"HB",2024,"5/21/2024",2024-05-21,45.086336,122.344552,"R",2299,50.7,86.8,0,4,4,2,16.67,"RMM",0,0,0,0,0,0
"10597 _ 1 _ 2024 _ 4","10597 _ 1 _ 2024","WY","CL",10597,4,"HB",2024,"5/21/2024",2024-05-21,45.086239,122.344185,"R",2299,50.7,86.8,0,4,2,1,15.43,"RMM",0,0,0,0,0,0
"10597 _ 1 _ 2024 _ 5","10597 _ 1 _ 2024","WY","CL",10597,5,"HB",2024,"5/21/2024",2024-05-21,45.08587,122.344194,"R",2299,50.7,86.8,0,3,1,1,15.9,"JW",0,0,0,0,0,0
"10597 _ 1 _ 2024 _ 6","10597 _ 1 _ 2024","WY","CL",10597,6,"HB",2024,"5/21/2024",2024-05-21,45.085798,122.344709,"R",2299,50.7,86.8,0,3,1,1,17.8,"JW",0,0,0,0,0,0
"10597 _ 1 _ 2024 _ 7","10597 _ 1 _ 2024","WY","CL",10597,7,"HB",2024,"5/21/2024",2024-05-21,45.08611,122.345096,"R",2299,50.7,86.8,0,2,2,1,9.3,"JW",0,0,1,0,0,0
"10956 _ 1 _ 2023 _ 1","10956 _ 1 _ 2023","WY","CL",10956,1,"BS",2023,"3/28/2023",2023-03-28,45.09761,122.4143,"C",1759,43.4,74.6,0,1,2,2,25.23333333,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023 _ 2","10956 _ 1 _ 2023","WY","CL",10956,2,"BS",2023,"3/28/2023",2023-03-28,45.09789,122.41398,"C",1778,44.1,76.4,0,2,2,2,26.63333333,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023 _ 3","10956 _ 1 _ 2023","WY","CL",10956,3,"BS",2023,"3/28/2023",2023-03-28,45.09765,122.41381,"C",1759,43.8,70.8,0,1,2,2,22.66666667,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023 _ 4","10956 _ 1 _ 2023","WY","CL",10956,4,"BS",2023,"3/28/2023",2023-03-28,45.097386,122.414016,"C",1742,44.7,69.8,0,1,2,3,25.86666667,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023 _ 5","10956 _ 1 _ 2023","WY","CL",10956,5,"BS",2023,"3/28/2023",2023-03-28,45.097337,122.414513,"C",1744,44.4,70,0,1,2,1,24.1,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023 _ 6","10956 _ 1 _ 2023","WY","CL",10956,6,"BS",2023,"3/28/2023",2023-03-28,45.09765,122.41464,"C",1765,45,79.6,0,1,1,2,27.36666667,NA,0,0,0,0,0,0
"10956 _ 1 _ 2023 _ 7","10956 _ 1 _ 2023","WY","CL",10956,7,"BS",2023,"3/28/2023",2023-03-28,45.09786,122.41439,"C",1759,43.5,76.8,0,1,2,4,27.43333333,NA,0,0,0,0,0,0
"10956 _ 1 _ 2024 _ 1","10956 _ 1 _ 2024","WY","CL",10956,1,"BS",2024,"4/3/2024",2024-04-03,45.097601,122.411146,"C",1813,50.5,65.7,0,2,1,4,20.9,"SLG",0,0,0,0,0,0
"10956 _ 1 _ 2024 _ 2","10956 _ 1 _ 2024","WY","CL",10956,2,"BS",2024,"4/3/2024",2024-04-03,45.097515,122.410732,"PC",1813,50.5,65.7,0,2,2,3,14.9,"SLG",0,0,0,0,0,0
"10956 _ 1 _ 2024 _ 3","10956 _ 1 _ 2024","WY","CL",10956,3,"BS",2024,"4/3/2024",2024-04-03,45.097338,122.410903,"C",1813,50.5,65.7,0,3,2,3,15.4,"RMM",0,0,0,0,0,0
"10956 _ 1 _ 2024 _ 4","10956 _ 1 _ 2024","WY","CL",10956,4,"BS",2024,"4/3/2024",2024-04-03,45.097399,122.411489,"C",1813,50.5,65.7,0,3,3,4,14,"RMM",0,0,0,0,0,0
"10956 _ 1 _ 2024 _ 5","10956 _ 1 _ 2024","WY","CL",10956,5,"BS",2024,"4/3/2024",2024-04-03,45.097616,122.411444,"C",1813,50.5,65.7,0,3,1,4,24,"RMM",0,0,0,0,0,0
"10956 _ 1 _ 2024 _ 6","10956 _ 1 _ 2024","WY","CL",10956,6,"BS",2024,"4/3/2024",2024-04-03,45.0978,122.411126,"PC",1813,50.5,65.7,0,2,2,2,32.8,"JW",0,0,0,0,0,0
"10956 _ 1 _ 2024 _ 7","10956 _ 1 _ 2024","WY","CL",10956,7,"BS",2024,"4/3/2024",2024-04-03,45.097758,122.410705,"PC",1813,50.5,65.7,0,3,1,3,20.5,"JW",0,0,0,0,0,0
"10963 _ 1 _ 2023 _ 1","10963 _ 1 _ 2023","WY","CL",10963,1,"UU",2023,"3/21/2023",2023-03-21,45.06031,122.41493,"S",2333,48.6,64.7,4,1,2,4,28.43333333,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023 _ 2","10963 _ 1 _ 2023","WY","CL",10963,2,"UU",2023,"3/21/2023",2023-03-21,45.06015,122.4146,"S",2346,49.7,70.4,4,4,1,4,18,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023 _ 3","10963 _ 1 _ 2023","WY","CL",10963,3,"UU",2023,"3/21/2023",2023-03-21,45.060078,122.415089,"S",2200,49.9,64.9,4,3,1,4,20.83333333,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023 _ 4","10963 _ 1 _ 2023","WY","CL",10963,4,"UU",2023,"3/21/2023",2023-03-21,45.06048,122.41551,"S",2289,49.8,64.1,3,1,1,4,24.56666667,NA,0,0,2,0,0,0
"10963 _ 1 _ 2023 _ 5","10963 _ 1 _ 2023","WY","CL",10963,5,"UU",2023,"3/21/2023",2023-03-21,45.06065,122.41523,"S",2270,48.6,66.9,3,2,1,4,23.36666667,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023 _ 6","10963 _ 1 _ 2023","WY","CL",10963,6,"UU",2023,"3/21/2023",2023-03-21,45.06068,122.414902,"S",2232,48.2,75,4,4,1,4,24.7,NA,0,0,0,0,0,0
"10963 _ 1 _ 2023 _ 7","10963 _ 1 _ 2023","WY","CL",10963,7,"UU",2023,"3/21/2023",2023-03-21,45.060511,122.414784,"S",2290,49.1,70.5,4,2,1,3,19.86666667,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023 _ 1","10965 _ 1 _ 2023","WY","CL",10965,1,"HB",2023,"5/9/2023",2023-05-09,45.03403,122.38007,"PC",2812,52.2,83.5,0,2,2,2,33.1,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023 _ 2","10965 _ 1 _ 2023","WY","CL",10965,2,"HB",2023,"5/9/2023",2023-05-09,45.03373,122.3801,"PC",2823,56.1,81.6,0,2,1,1,25.26666667,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023 _ 3","10965 _ 1 _ 2023","WY","CL",10965,3,"HB",2023,"5/9/2023",2023-05-09,45.03382,122.38042,"PC",2826,55.6,73.6,0,2,1,1,34.4,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023 _ 4","10965 _ 1 _ 2023","WY","CL",10965,4,"HB",2023,"5/9/2023",2023-05-09,45.03408,122.38048,"PC",2798,52,72.4,0,2,1,1,29.03333333,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023 _ 5","10965 _ 1 _ 2023","WY","CL",10965,5,"HB",2023,"5/9/2023",2023-05-09,45.034289,122.380207,"PC",2746,50.3,77.7,0,3,1,1,24.66666667,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023 _ 6","10965 _ 1 _ 2023","WY","CL",10965,6,"HB",2023,"5/9/2023",2023-05-09,45.034214,122.379746,"PC",2765,52,74.4,0,2,1,1,32.16666667,NA,0,0,0,0,0,0
"10965 _ 1 _ 2023 _ 7","10965 _ 1 _ 2023","WY","CL",10965,7,"HB",2023,"5/9/2023",2023-05-09,45.033884,122.379638,"C",2823,51.9,74.4,0,2,2,2,30.33333333,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023 _ 1","10968 _ 1 _ 2023","WY","CL",10968,1,"HU",2023,"5/3/2023",2023-05-03,45.019687,122.413868,"PC",2641,56.5,77.4,0,2,1,3,17.86666667,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023 _ 2","10968 _ 1 _ 2023","WY","CL",10968,2,"HU",2023,"5/3/2023",2023-05-03,45.019502,122.414072,"S",2660,60.4,68.3,0,2,1,2,18.06666667,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023 _ 3","10968 _ 1 _ 2023","WY","CL",10968,3,"HU",2023,"5/3/2023",2023-05-03,45.01973,122.41426,"S",2650,59.5,72.3,0,1,2,4,19.06666667,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023 _ 4","10968 _ 1 _ 2023","WY","CL",10968,4,"HU",2023,"5/3/2023",2023-05-03,45.01998,122.41393,"S",2637,59.8,65.9,0,1,1,2,14.03333333,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023 _ 5","10968 _ 1 _ 2023","WY","CL",10968,5,"HU",2023,"5/3/2023",2023-05-03,45.019826,122.413548,"PC",2601,59.6,68.7,0,1,1,3,12.43333333,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023 _ 6","10968 _ 1 _ 2023","WY","CL",10968,6,"HU",2023,"5/3/2023",2023-05-03,45.01962,122.41336,"PC",2633,59,69.4,0,1,1,3,15.8,NA,0,0,0,0,0,0
"10968 _ 1 _ 2023 _ 7","10968 _ 1 _ 2023","WY","CL",10968,7,"HU",2023,"5/3/2023",2023-05-03,45.01937,122.41367,"S",2654,58.8,67.6,0,1,1,4,12,NA,0,0,0,0,0,0
"10968 _ 1 _ 2024 _ 1","10968 _ 1 _ 2024","WY","CL",10968,1,"HU",2024,"5/7/2024",2024-05-07,45.020566,122.416108,"C",2662,43.8,80.6,0,2,1,3,29.67,"SLG",0,0,1,0,0,0
"10968 _ 1 _ 2024 _ 2","10968 _ 1 _ 2024","WY","CL",10968,2,"HU",2024,"5/7/2024",2024-05-07,45.020256,122.416288,"PC",2662,43.8,80.6,0,3,2,4,36.27,"SLG",0,0,0,0,0,0
"10968 _ 1 _ 2024 _ 3","10968 _ 1 _ 2024","WY","CL",10968,3,"HU",2024,"5/7/2024",2024-05-07,45.02037,122.416807,"C",2662,43.8,80.6,0,4,2,4,27.6,"RMM",0,0,0,0,0,0
"10968 _ 1 _ 2024 _ 4","10968 _ 1 _ 2024","WY","CL",10968,4,"HU",2024,"5/7/2024",2024-05-07,45.020696,122.416556,"C",2662,43.8,80.6,0,4,2,4,24.37,"RMM",0,0,2,0,0,0
"10968 _ 1 _ 2024 _ 5","10968 _ 1 _ 2024","WY","CL",10968,5,"HU",2024,"5/7/2024",2024-05-07,45.020983,122.416034,"C",2662,43.8,80.6,0,2,1,3,30.77,"JW",0,0,1,0,0,0
"10968 _ 1 _ 2024 _ 6","10968 _ 1 _ 2024","WY","CL",10968,6,"HU",2024,"5/7/2024",2024-05-07,45.020594,122.415527,"PC",2662,43.8,80.6,0,2,1,3,26.37,"JW",0,0,0,0,0,0
"10968 _ 1 _ 2024 _ 7","10968 _ 1 _ 2024","WY","CL",10968,7,"HU",2024,"5/7/2024",2024-05-07,45.020201,122.415712,"PC",2662,43.8,80.6,0,2,1,3,32.13,"JW",0,0,2,0,0,0
"11079 _ 1 _ 2023 _ 1","11079 _ 1 _ 2023","WY","CL",11079,1,"HB",2023,"3/20/2023",2023-03-20,45.01457,122.51431,"C",1906,38.1,98.6,0,2,1,2,28.06666667,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023 _ 2","11079 _ 1 _ 2023","WY","CL",11079,2,"HB",2023,"3/20/2023",2023-03-20,45.01473,122.51467,"C",1909,39.2,89.9,0,3,1,1,33.46666667,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023 _ 3","11079 _ 1 _ 2023","WY","CL",11079,3,"HB",2023,"3/20/2023",2023-03-20,45.014829,122.514361,"C",1909,40.2,94.8,0,3,1,1,26.36666667,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023 _ 4","11079 _ 1 _ 2023","WY","CL",11079,4,"HB",2023,"3/20/2023",2023-03-20,45.014602,122.513933,"R",1893,40.3,89.8,0,4,1,1,25.73333333,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023 _ 5","11079 _ 1 _ 2023","WY","CL",11079,5,"HB",2023,"3/20/2023",2023-03-20,45.01431,122.51402,"R",1873,39.5,100,0,3,1,3,24.7,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023 _ 6","11079 _ 1 _ 2023","WY","CL",11079,6,"HB",2023,"3/20/2023",2023-03-20,45.01431,122.51431,"C",1886,41.3,100,0,3,1,1,31.76666667,NA,0,0,0,0,0,0
"11079 _ 1 _ 2023 _ 7","11079 _ 1 _ 2023","WY","CL",11079,7,"HB",2023,"3/20/2023",2023-03-20,45.014383,122.514662,"C",1906,40.3,90.8,0,4,1,1,26.6,NA,0,0,0,0,0,0
"11081 _ 1 _ 2024 _ 1","11081 _ 1 _ 2024","WY","CL",11081,1,"BS",2024,"5/9/2024",2024-05-09,45.007567,122.51089,"SU",1965,69.5,46.9,0,3,1,1,21.37,"JW",0,0,0,0,0,0
"11081 _ 1 _ 2024 _ 2","11081 _ 1 _ 2024","WY","CL",11081,2,"BS",2024,"5/9/2024",2024-05-09,45.007729,122.511305,"SU",1965,69.5,46.9,0,4,1,1,21.23,"JW",0,0,0,0,0,0
"11081 _ 1 _ 2024 _ 3","11081 _ 1 _ 2024","WY","CL",11081,3,"BS",2024,"5/9/2024",2024-05-09,45.008078,122.510865,"SU",1965,69.5,46.9,0,4,1,2,16.3,"RMM",0,0,0,0,0,0
"11081 _ 1 _ 2024 _ 4","11081 _ 1 _ 2024","WY","CL",11081,4,"BS",2024,"5/9/2024",2024-05-09,45.00805,122.510616,"SU",1965,69.5,46.9,0,4,2,3,17.23,"RMM",0,1,0,0,0,0
"11081 _ 1 _ 2024 _ 5","11081 _ 1 _ 2024","WY","CL",11081,5,"BS",2024,"5/9/2024",2024-05-09,45.007482,122.5105,"SU",1965,69.5,46.9,0,4,1,2,18.03,"SLG",0,0,1,0,0,0
"11081 _ 1 _ 2024 _ 6","11081 _ 1 _ 2024","WY","CL",11081,6,"BS",2024,"5/9/2024",2024-05-09,45.007251,122.510958,"SU",1965,69.5,46.9,0,4,1,1,13.33,"SLG",0,0,0,0,0,0
"11081 _ 1 _ 2024 _ 7","11081 _ 1 _ 2024","WY","CL",11081,7,"BS",2024,"5/9/2024",2024-05-09,45.007,122.51,"SU",1965,69.5,46.9,0,3,1,1,9,"SLG",0,0,0,0,0,0
"11084 _ 1 _ 2024 _ 1","11084 _ 1 _ 2024","WY","CL",11084,1,"BS",2024,"5/9/2024",2024-05-09,45.001301,122.516805,"SU",2152,59.9,61.5,0,4,1,1,16.43,"SLG",0,0,1,0,0,0
"11084 _ 1 _ 2024 _ 2","11084 _ 1 _ 2024","WY","CL",11084,2,"BS",2024,"5/9/2024",2024-05-09,45.001509,122.517235,"SU",2152,59.9,61.5,0,4,1,2,28.93,"SLG",0,0,0,0,0,0
"11084 _ 1 _ 2024 _ 3","11084 _ 1 _ 2024","WY","CL",11084,3,"BS",2024,"5/9/2024",2024-05-09,45.001786,122.516924,"SU",2152,59.9,61.5,0,4,2,1,22.83,"RMM",0,0,0,0,0,0
"11084 _ 1 _ 2024 _ 4","11084 _ 1 _ 2024","WY","CL",11084,4,"BS",2024,"5/9/2024",2024-05-09,45.001536,122.516205,"SU",2152,59.9,61.5,0,4,1,1,20.03,"RMM",0,0,0,0,0,0
"11084 _ 1 _ 2024 _ 5","11084 _ 1 _ 2024","WY","CL",11084,5,"BS",2024,"5/9/2024",2024-05-09,45.001089,122.51646,"SU",2152,59.9,61.5,0,4,2,1,24.87,"RMM",0,0,0,0,0,0
"11084 _ 1 _ 2024 _ 6","11084 _ 1 _ 2024","WY","CL",11084,6,"BS",2024,"5/9/2024",2024-05-09,45.000937,122.517003,"SU",2152,59.9,61.5,0,4,1,1,21.1,"JW",0,0,1,0,0,0
"11084 _ 1 _ 2024 _ 7","11084 _ 1 _ 2024","WY","CL",11084,7,"BS",2024,"5/9/2024",2024-05-09,45.001183,122.517392,"SU",2152,59.9,61.5,0,4,1,1,30.43,"JW",0,0,0,0,0,0
"12033 _ 1 _ 2023 _ 1","12033 _ 1 _ 2023","ODF","NC",12033,1,"BU",2023,"4/26/2023",2023-04-26,44.72604,122.41039,"S",1800,65.5,49.8,1,4,2,2,28.36666667,NA,0,0,0,0,0,0
"12033 _ 1 _ 2023 _ 2","12033 _ 1 _ 2023","ODF","NC",12033,2,"BU",2023,"4/26/2023",2023-04-26,45.72581,122.41048,"S",1860,66.8,57.5,1,4,2,3,18.96666667,NA,0,2,1,0,0,0
"12033 _ 1 _ 2023 _ 3","12033 _ 1 _ 2023","ODF","NC",12033,3,"BU",2023,"4/26/2023",2023-04-26,44.726,122.41079,"S",1843,66.1,53.3,3,3,1,1,22.66666667,NA,0,1,0,0,0,0
"12033 _ 1 _ 2023 _ 4","12033 _ 1 _ 2023","ODF","NC",12033,4,"BU",2023,"4/26/2023",2023-04-26,44.72618,122.41078,"S",1821,67.5,52.1,2,4,1,1,22.83333333,NA,0,1,0,0,0,0
"12033 _ 1 _ 2023 _ 5","12033 _ 1 _ 2023","ODF","NC",12033,5,"BU",2023,"4/26/2023",2023-04-26,44.7263,122.41032,"S",1804,65.8,70.8,2,4,2,1,19.1,NA,0,3,2,0,0,0
"12033 _ 1 _ 2023 _ 6","12033 _ 1 _ 2023","ODF","NC",12033,6,"BU",2023,"4/26/2023",2023-04-26,44.726067,122.410061,"S",1821,66.7,55.9,2,4,1,1,25,NA,0,3,0,0,0,0
"12033 _ 1 _ 2023 _ 7","12033 _ 1 _ 2023","ODF","NC",12033,7,"BU",2023,"4/26/2023",2023-04-26,44.725837,122.410052,"S",1859,64.9,58.9,2,4,2,1,25.43333333,NA,0,2,1,0,0,0
"12033 _ 1 _ 2024 _ 1","12033 _ 1 _ 2024","ODF","NC",12033,1,"BU",2024,"5/13/2024",2024-05-13,44.72649,122.405416,"SU",1832,61.8,60.9,2,4,2,2,18.97,"RMM",0,0,0,1,0,0
"12033 _ 1 _ 2024 _ 2","12033 _ 1 _ 2024","ODF","NC",12033,2,"BU",2024,"5/13/2024",2024-05-13,44.726228,122.405842,"SU",1832,61.8,60.9,2,4,3,4,29.63,"RMM",0,0,0,0,0,0
"12033 _ 1 _ 2024 _ 3","12033 _ 1 _ 2024","ODF","NC",12033,3,"BU",2024,"5/13/2024",2024-05-13,44.726685,122.406008,"SU",1832,61.8,60.9,1,3,1,1,29.37,"JW",0,1,2,0,0,0
"12033 _ 1 _ 2024 _ 4","12033 _ 1 _ 2024","ODF","NC",12033,4,"BU",2024,"5/13/2024",2024-05-13,44.726854,122.405946,"SU",1832,61.8,60.9,1,4,2,1,15.93,"JW",0,0,1,0,0,0
"12033 _ 1 _ 2024 _ 5","12033 _ 1 _ 2024","ODF","NC",12033,5,"BU",2024,"5/13/2024",2024-05-13,44.726886,122.405234,"SU",1832,61.8,60.9,1,4,1,1,12.03,"JW",0,0,1,0,0,0
"12033 _ 1 _ 2024 _ 6","12033 _ 1 _ 2024","ODF","NC",12033,6,"BU",2024,"5/13/2024",2024-05-13,44.726785,122.404637,"SU",1832,61.8,60.9,2,4,2,2,18.07,"SLG",0,0,0,0,0,0
"12033 _ 1 _ 2024 _ 7","12033 _ 1 _ 2024","ODF","NC",12033,7,"BU",2024,"5/13/2024",2024-05-13,44.726229,122.405443,"SU",1832,61.8,60.9,2,4,2,2,28.43,"SLG",0,0,0,0,0,0
"12098 _ 1 _ 2023 _ 1","12098 _ 1 _ 2023","ODF","NC",12098,1,"BU",2023,"5/2/2023",2023-05-02,44.81936,122.6042,"C",1602,51.4,74.6,1,4,1,1,28.23333333,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023 _ 2","12098 _ 1 _ 2023","ODF","NC",12098,2,"BU",2023,"5/2/2023",2023-05-02,44.81948,122.60449,"C",1611,52.3,76.7,3,4,1,2,24.9,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023 _ 3","12098 _ 1 _ 2023","ODF","NC",12098,3,"BU",2023,"5/2/2023",2023-05-02,44.81949,122.60403,"C",1630,52.9,70.1,3,3,2,2,29.4,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023 _ 4","12098 _ 1 _ 2023","ODF","NC",12098,4,"BU",2023,"5/2/2023",2023-05-02,44.819142,122.60378,"PC",1592,53.9,75.6,3,4,1,1,16.2,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023 _ 5","12098 _ 1 _ 2023","ODF","NC",12098,5,"BU",2023,"5/2/2023",2023-05-02,44.81903,122.60396,"C",1583,54.4,73.6,2,3,2,2,19.9,NA,0,0,0,0,0,0
"12098 _ 1 _ 2023 _ 6","12098 _ 1 _ 2023","ODF","NC",12098,6,"BU",2023,"5/2/2023",2023-05-02,44.818922,122.604287,"PC",1570,52.9,73.4,1,4,2,1,23.93333333,NA,0,0,1,0,0,0
"12098 _ 1 _ 2023 _ 7","12098 _ 1 _ 2023","ODF","NC",12098,7,"BU",2023,"5/2/2023",2023-05-02,44.819108,122.604376,"PC",1600,53.6,75,1,4,1,1,24.03333333,NA,0,0,0,0,0,0
"12098 _ 1 _ 2024 _ 1","12098 _ 1 _ 2024","ODF","NC",12098,1,"BU",2024,"5/23/2024",2024-05-23,45.818237,122.605556,"C",1650,49.6,80,2,4,2,3,26.53,"RMM",0,0,0,0,0,0
"12098 _ 1 _ 2024 _ 2","12098 _ 1 _ 2024","ODF","NC",12098,2,"BU",2024,"5/23/2024",2024-05-23,45.818342,122.60571,"C",1650,49.6,80,1,4,1,3,26.9,"RMM",0,0,0,0,0,0
"12098 _ 1 _ 2024 _ 3","12098 _ 1 _ 2024","ODF","NC",12098,3,"BU",2024,"5/23/2024",2024-05-23,45.818513,122.604949,"C",1650,49.6,80,2,4,2,2,33.7,"SLG",0,0,0,0,0,0
"12098 _ 1 _ 2024 _ 4","12098 _ 1 _ 2024","ODF","NC",12098,4,"BU",2024,"5/23/2024",2024-05-23,44.818411,122.604997,"C",1650,49.6,80,3,4,1,2,34.73,"SLG",0,0,1,0,0,0
"12098 _ 1 _ 2024 _ 5","12098 _ 1 _ 2024","ODF","NC",12098,5,"BU",2024,"5/23/2024",2024-05-23,44.817818,122.605179,"C",1650,49.6,80,2,4,1,1,28.93,"JW",0,0,0,0,0,0
"12098 _ 1 _ 2024 _ 6","12098 _ 1 _ 2024","ODF","NC",12098,6,"BU",2024,"5/23/2024",2024-05-23,44.817972,122.60587,"C",1650,49.6,80,2,4,1,1,29.07,"JW",0,0,0,0,0,0
"12098 _ 1 _ 2024 _ 7","12098 _ 1 _ 2024","ODF","NC",12098,7,"BU",2024,"5/23/2024",2024-05-23,44.81824,122.605917,"C",1650,49.6,80,1,4,1,1,29.63,"JW",0,1,0,0,0,0
"12213 _ 1 _ 2023 _ 1","12213 _ 1 _ 2023","BLM","CL",12213,1,"UU",2023,"4/24/2023",2023-04-24,45.081147,122.591321,"PC",614,55.8,80.5,2,3,2,3,34.73333333,NA,0,1,2,0,0,0
"12213 _ 1 _ 2023 _ 2","12213 _ 1 _ 2023","BLM","CL",12213,2,"UU",2023,"4/24/2023",2023-04-24,45.081152,122.591439,"S",734,56.2,70.4,2,4,1,3,35.63333333,NA,0,1,1,0,0,0
"12213 _ 1 _ 2023 _ 3","12213 _ 1 _ 2023","BLM","CL",12213,3,"UU",2023,"4/24/2023",2023-04-24,45.08128,122.59177,"PC",698,56,70.5,2,4,1,4,30.26666667,NA,0,2,0,0,0,0
"12213 _ 1 _ 2023 _ 4","12213 _ 1 _ 2023","BLM","CL",12213,4,"UU",2023,"4/24/2023",2023-04-24,45.08145,122.59141,"PC",650,56.8,66.7,2,4,2,4,29.86666667,NA,0,1,0,0,0,0
"12213 _ 1 _ 2023 _ 5","12213 _ 1 _ 2023","BLM","CL",12213,5,"UU",2023,"4/24/2023",2023-04-24,45.08144,122.5911,"PC",625,54.8,69.4,3,4,2,3,32.66666667,NA,0,1,2,0,0,0
"12213 _ 1 _ 2023 _ 6","12213 _ 1 _ 2023","BLM","CL",12213,6,"UU",2023,"4/24/2023",2023-04-24,45.08116,122.59091,"C",652,54.5,67.5,3,3,1,3,38.5,NA,0,0,0,0,0,0
"12213 _ 1 _ 2023 _ 7","12213 _ 1 _ 2023","BLM","CL",12213,7,"UU",2023,"4/24/2023",2023-04-24,45.08086,122.59105,"C",665,53.8,75.8,3,4,1,2,32.13333333,NA,0,0,2,0,0,0
"12213 _ 1 _ 2024 _ 1","12213 _ 1 _ 2024","BLM","CL",12213,1,"UU",2024,"4/11/2024",2024-04-11,45.079487,122.593992,"PC",634,60.1,57.6,3,4,1,2,31.43,"SLG",0,0,0,0,0,0
"12213 _ 1 _ 2024 _ 2","12213 _ 1 _ 2024","BLM","CL",12213,2,"UU",2024,"4/11/2024",2024-04-11,45.079352,122.593616,"PC",634,60.1,57.6,2,3,1,2,41.47,"SLG",0,0,0,0,0,0
