This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"CHEY025","SIDNEY 0.7 S",-102.9916,41.1400,1248,"COCORAHS","113991"
"RED_015","CAMBRIDGE 3.",-100.2865,40.3302,773,"COCORAHS","114012"
"CHEY028","SIDNEY 8.1 S",-102.9277,41.0317,1297,"COCORAHS","114020"
"VALL009","ARCADIA 1.7",-99.1593,41.4239,666,"COCORAHS","114044"
"WY-CR-4","ELK MOUNTAIN",-106.4101,41.6524,2284,"COCORAHS","114071"
"GAGE009","WYMORE 8.1 S",-96.7029,40.0086,397,"COCORAHS","114079"
"BOON005","ALBION 3.5 S",-97.9951,41.6402,574,"COCORAHS","114081"
"FRON011","EUSTIS 7.9 S",-100.1177,40.5700,788,"COCORAHS","114090"
"GAGE003","BARNESTON 0.",-96.5774,40.0525,367,"COCORAHS","114092"
"NANC003","PALMER 9.2 N",-98.1584,41.3315,567,"COCORAHS","114101"
"LINC047","WELLFLEET 7.",-100.7018,40.8603,914,"COCORAHS","114115"
"FURN015","ARAPAHOE 4.8",-99.9516,40.2463,720,"COCORAHS","114134"
"FURN014","BEAVER CITY",-99.8238,40.1330,665,"COCORAHS","114135"
"DUND017","HAIGLER 9.5",-101.8625,40.1390,1048,"COCORAHS","114137"
"WY-WH-2","WORLAND 0.5",-107.9651,44.0168,1235,"COCORAHS","114164"
"NM-SF-1","SANTA FE 7.7",-106.0718,35.7368,1985,"COCORAHS","114178"
"NM-BR-8","ALBUQUERQUE",-106.4906,35.1463,1859,"COCORAHS","114185"
"NM-LU-1","DEMING 16 ES",-107.4995,32.1694,1250,"COCORAHS","114197"
"NM-BR-12","ALBUQUERQUE",-106.5814,35.0829,1607,"COCORAHS","114202"
"KS-DC-1","NORCATUR 3.1",-100.2421,39.8127,797,"COCORAHS","114218"
"KS-DC-2","NORCATUR 4.4",-100.1813,39.7704,767,"COCORAHS","114235"
"CUST020","GOTHENBURG 2",-100.1589,41.2793,918,"COCORAHS","114274"
"NM-DA-45","LAS CRUCES 1",-106.7623,32.3584,1282,"COCORAHS","114293"
"NM-LU-2","DEMING 8.6 S",-107.6479,32.1690,1374,"COCORAHS","114322"
"WY-SH-9","WYARNO 9 NNE",-106.6784,44.9293,1125,"COCORAHS","114358"
"NM-BR-36","ALBUQUERQUE",-106.7211,35.1515,1579,"COCORAHS","114362"
"WY-JN-8","BUFFALO 7.3",-106.5889,44.4181,1330,"COCORAHS","114369"
"CHAS028","ENDERS 1.0 N",-101.5410,40.4688,972,"COCORAHS","114395"
"KS-SH-14","GOODLAND 13.",-101.8748,39.2056,1150,"COCORAHS","114400"
"CUST021","MERNA 11.4 W",-99.9745,41.4517,907,"COCORAHS","114404"
"KS-SH-16","GOODLAND 10.",-101.8979,39.3797,1153,"COCORAHS","114433"
"NM-BR-40","ALBUQUERQUE",-106.4869,35.0831,1817,"COCORAHS","114473"
"NM-OT-8","ALAMOGORDO 5",-106.0161,32.9386,1263,"COCORAHS","114514"
"WY-LM-24","CHEYENNE 8.9",-104.8232,41.2729,1882,"COCORAHS","114520"
"HAMI017","AURORA 5.8 N",-97.9988,40.9503,556,"COCORAHS","114537"
"NM-BR-42","ALBUQUERQUE",-106.4869,35.1837,1915,"COCORAHS","114547"
"KS-LY-2","EMPORIA 0.9",-96.2088,38.4127,357,"COCORAHS","114569"
"KS-HM-4","SYRACUSE 19",-101.9275,38.2261,1139,"COCORAHS","114577"
"HARL012","HOLDREGE 9.2",-99.3492,40.3073,688,"COCORAHS","114603"
"KS-JO-6","OLATHE 3.3 E",-94.7569,38.9049,319,"COCORAHS","114604"
"NM-SN-17","RIO RANCHO 2",-106.6208,35.2839,1587,"COCORAHS","114628"
"KEIT013","BRULE 3.4 EN",-101.8264,41.1089,998,"COCORAHS","114634"
"NM-DA-94","LAS CRUCES 4",-106.7967,32.2842,1182,"COCORAHS","114690"
"MD-MG-1","MONTGOMERY V",-77.2002,39.1626,111,"COCORAHS","114721"
"MD-HW-3","ELKRIDGE 1.8",-76.7843,39.2021,104,"COCORAHS","114739"
"MD-MG-18","COLESVILLE 1",-77.0385,39.0921,110,"COCORAHS","114760"
"NM-SJ-6","FARMINGTON 1",-108.2074,36.7418,1652,"COCORAHS","114787"
"NM-ED-2","CARLSBAD 3.4",-104.2378,32.4539,956,"COCORAHS","114792"
"KS-SN-5","TOPEKA 8.5 E",-95.5367,39.0149,309,"COCORAHS","114811"
"VA-CP-1","RIXEYVILLE 6",-77.9467,38.6696,147,"COCORAHS","114879"
"MO-SE-16","SHELL KNOB 5",-93.5480,36.5931,296,"COCORAHS","114881"
"PA-YR-2","DOVER 4.2 WS",-76.9178,39.9734,135,"COCORAHS","114900"
"PA-YR-3","SHILOH",-76.7845,39.9768,120,"COCORAHS","114968"
"GREE007","SPALDING 0.2",-98.3657,41.6869,583,"COCORAHS","114986"
"MD-WH-2","FUNKSTOWN 2.",-77.7342,39.5822,155,"COCORAHS","114987"
"PA-MT-7","HARLEYSVILLE",-75.4144,40.2556,112,"COCORAHS","114988"
"MO-BN-1","COLUMBIA 3.4",-92.3798,38.9796,226,"COCORAHS","115012"
"MO-CY-2","PLEASANT VAL",-94.4908,39.2280,267,"COCORAHS","115021"
"TX-DA-3","UNIVERSITY P",-96.8450,32.8630,159,"COCORAHS","115108"
"KS-TH-10","COLBY 1.3 NW",-101.0638,39.3998,959,"COCORAHS","115183"
"IN-MN-3","ELLETTSVILLE",-86.5936,39.2619,233,"COCORAHS","115229"
"PA-CB-4","PALMERTON 5.",-75.5185,40.8390,208,"COCORAHS","115252"
"GAGE022","DILLER 3.0 E",-96.8790,40.1180,410,"COCORAHS","115289"
"MO-BN-11","COLUMBIA 0.9",-92.3200,38.9425,236,"COCORAHS","115349"
"MO-FSA-207","BLOOMFIELD 2",-89.9391,36.8464,172,"COCORAHS","115381"
"MO-FSA-115","BROOKFIELD 1",-93.0979,39.7824,251,"COCORAHS","115388"
"MO-FSA-151","LINN 0.8 SE",-91.8335,38.4729,276,"COCORAHS","115391"
"MO-FSA-133","ANNISTON 1.9",-89.3567,36.8360,94,"COCORAHS","115392"
"MO-FSA-087","MOUND CITY 0",-95.2373,40.1370,280,"COCORAHS","115393"
"MO-FSA-127","PALMYRA 1.0",-91.5439,39.7938,198,"COCORAHS","115398"
"MO-FSA-189","EDMUNDSON 0.",-90.3721,38.7425,177,"COCORAHS","115400"
"MO-FSA-061","GALLATIN 1.1",-93.9825,39.9160,269,"COCORAHS","115402"
"MO-FSA-177","RICHMOND 0.8",-93.9603,39.2733,249,"COCORAHS","115405"
"MO-FSA-149","ALTON 1.7 NN",-91.4090,36.7176,268,"COCORAHS","115406"
"MO-FSA-171","UNIONVILLE 0",-93.0193,40.4764,324,"COCORAHS","115412"
"MO-FSA-035","VAN BUREN 7.",-91.1104,36.9382,199,"COCORAHS","115431"
"MO-FSA-229","HARTVILLE 0.",-92.5083,37.2433,355,"COCORAHS","115433"
"MO-FSA-025","KINGSTON 0.1",-94.0396,39.6429,277,"COCORAHS","115438"
"MO-FSA-199","MEMPHIS 0.1",-92.1694,40.4594,242,"COCORAHS","115441"
"MO-FSA-103","EDINA 2.3 E",-92.1294,40.1689,238,"COCORAHS","115444"
"MO-FSA-217","NEVADA 0.2 W",-94.3565,37.8417,265,"COCORAHS","115446"
"MO-FSA-081","BETHANY 1.3",-94.0116,40.2817,300,"COCORAHS","115448"
"MO-FSA-155","CARUTHERSVIL",-89.6694,36.2022,86,"COCORAHS","115449"
"MO-FSA-161","ROLLA 0.9 SE",-91.7566,37.9387,327,"COCORAHS","115453"
"MO-FSA-051","JEFFERSON CI",-92.1376,38.5598,189,"COCORAHS","115460"
"MO-FSA-183","ST. PETERS 1",-90.5967,38.7956,160,"COCORAHS","115461"
"MO-FSA-055","STEELVILLE 1",-91.2654,37.8401,282,"COCORAHS","115466"
"MO-FSA-023","POPLAR BLUFF",-90.4619,36.8053,150,"COCORAHS","115468"
"MO-FSA-079","TRENTON 1.2",-93.6046,40.0982,255,"COCORAHS","115471"
"MO-FSA-105","LEBANON 1.3",-92.6366,37.6675,390,"COCORAHS","115475"
"MO-FSA-175","MOBERLY 2.5",-92.4357,39.4559,266,"COCORAHS","115477"
"MO-FSA-223","GREENVILLE 5",-90.5329,37.1559,212,"COCORAHS","115480"
"NM-GR-4","BAYARD 8.9 E",-108.0040,32.8230,1970,"COCORAHS","115505"
"MO-JH-1","HOLDEN 6.2 S",-93.9869,38.6234,263,"COCORAHS","115518"
"THAY018","HEBRON 0.6 E",-97.5764,40.1710,473,"COCORAHS","115526"
"MO-DK-1","STEWARTSVILL",-94.4804,39.7918,311,"COCORAHS","115544"
"JOHN001","TECUMSEH 1.7",-96.1679,40.3776,372,"COCORAHS","115641"
"FRON015","MAYWOOD 10.4",-100.6456,40.5081,880,"COCORAHS","115659"
"KS-FO-7","DODGE CITY 1",-100.0294,37.7370,766,"COCORAHS","115692"
"PA-MT-20","SKIPPACK 1.4",-75.4090,40.2011,71,"COCORAHS","115697"
"SARP006","BELLEVUE 3.3",-95.9386,41.1056,326,"COCORAHS","115734"
"PIER007","PIERCE 2.6 N",-97.5104,42.2342,497,"COCORAHS","115747"
"JOHN005","STERLING 3.1",-96.3216,40.4431,365,"COCORAHS","115763"
"ADAM022","HASTINGS 2.2",-98.4299,40.5936,597,"COCORAHS","115765"
"JOHN002","COOK 4.0 SW",-96.2337,40.4644,360,"COCORAHS","115766"
"WY-CV-11","LOST SPRINGS",-105.0635,42.9042,1546,"COCORAHS","115776"
"CEDA001","HARTINGTON 0",-97.2700,42.6280,417,"COCORAHS","115783"
"CEDA002","ST. HELENA 4",-97.3027,42.7652,401,"COCORAHS","115792"
"OTOE004","PALMYRA 1.5",-96.3876,40.6821,364,"COCORAHS","115793"
"NEMA002","BROWNVILLE 0",-95.6601,40.3956,291,"COCORAHS","115799"
"JOHN009","STERLING 3.3",-96.4384,40.4471,367,"COCORAHS","115807"
"RICH003","DAWSON 2.5 S",-95.8073,40.0997,285,"COCORAHS","115809"
"KS-SG-3","MAIZE 3.4 SS",-97.4786,37.7248,414,"COCORAHS","115829"
"RICH005","HUMBOLDT 4.6",-95.9630,40.2292,357,"COCORAHS","115833"
"LANC015","PANAMA 1.3 S",-96.4922,40.5847,434,"COCORAHS","115841"
"OTOE007","COOK 4.1 NE",-96.1080,40.5525,303,"COCORAHS","115842"
"POLK013","OSCEOLA 6.9",-97.5570,41.2792,467,"COCORAHS","115885"
"POLK012","OSCEOLA 4.5",-97.5051,41.2359,510,"COCORAHS","115913"
"KS-BA-4","MEDICINE LOD",-98.5879,37.2840,458,"COCORAHS","115949"
"SARP007","OMAHA 6.4 SS",-95.9838,41.1735,319,"COCORAHS","115962"
"IN-WK-5","BOONVILLE 2.",-87.2758,38.0805,143,"COCORAHS","116008"
"NM-BR-66","SANDIA HEIGH",-106.5014,35.1198,1765,"COCORAHS","116044"
"NM-SN-26","RIO RANCHO 5",-106.6013,35.3380,1635,"COCORAHS","116056"
"IN-WK-12","BOONVILLE 1.",-87.2739,38.0649,142,"COCORAHS","116060"
"MD-CR-5","TANEYTOWN 3.",-77.1147,39.6918,170,"COCORAHS","116063"
"PA-BK-5","PERKASIE 1.6",-75.2862,40.3483,120,"COCORAHS","116064"
"PA-CB-16","JIM THORPE 1",-75.7332,40.8858,324,"COCORAHS","116084"
"PERK021","ELSIE 3.5 SS",-101.4038,40.7981,997,"COCORAHS","116096"
"NM-GR-6","SILVER CITY",-108.2837,32.8188,1885,"COCORAHS","116102"
"KS-CA-7","MINNEOLA 4.1",-99.9980,37.3850,786,"COCORAHS","116124"
"SARP016","BELLEVUE 4.2",-95.9648,41.1135,347,"COCORAHS","116146"
"TX-HYS-1","SAN MARCOS 5",-97.9180,29.9632,210,"COCORAHS","116161"
"KS-TH-11","COLBY 0.1 NN",-101.0453,39.3898,967,"COCORAHS","116177"
"NM-DA-116","MESILLA 2.3",-106.7668,32.2718,1178,"COCORAHS","116185"
"NM-VL-21","BOSQUE FARMS",-106.7015,34.8695,1485,"COCORAHS","116197"
"NM-DA-117","LAS CRUCES 4",-106.7270,32.2786,1244,"COCORAHS","116217"
"NM-DA-125","LAS CRUCES 4",-106.7331,32.2788,1230,"COCORAHS","116289"
"NM-SF-14","SANTA FE 9.6",-105.9284,35.5413,2064,"COCORAHS","116316"
"TX-DA-4","ROWLETT 2.3",-96.5769,32.9321,165,"COCORAHS","116437"
"MD-BL-13","JACKSONVILLE",-76.5446,39.5362,149,"COCORAHS","116439"
"IN-AL-7","FORT WAYNE 9",-85.0029,40.9915,248,"COCORAHS","116440"
"THOM010","THEDFORD 6.3",-100.4567,41.9760,879,"COCORAHS","116453"
"SHER005","RUSHVILLE 7.",-102.4964,42.6149,1155,"COCORAHS","116469"
"NM-DA-136","LAS CRUCES 0",-106.7637,32.3305,1229,"COCORAHS","116476"
"NM-DA-138","LAS CRUCES 3",-106.7298,32.3747,1312,"COCORAHS","116483"
"NM-DA-144","LAS CRUCES 2",-106.7892,32.3272,1187,"COCORAHS","116488"
"OK-BL-1","GEARY 9.8 WN",-98.4744,35.6848,531,"COCORAHS","116493"
"OK-MR-1","SULPHUR 2.5",-97.0176,34.4913,311,"COCORAHS","116497"
"WY-PK-13","POWELL 3.9 E",-108.6879,44.7825,1307,"COCORAHS","116502"
"KS-TH-17","COLBY 1.3 NE",-101.0280,39.4003,954,"COCORAHS","116507"
"NM-OT-42","ALAMOGORDO 2",-105.9288,32.9102,1380,"COCORAHS","116529"
"KS-HM-5","SYRACUSE 7.2",-101.8714,37.9376,1029,"COCORAHS","116548"
"KS-OS-5","OSAGE CITY 0",-95.8213,38.6214,335,"COCORAHS","116588"
"IL-KN-4","SUGAR GROVE",-88.4478,41.7762,218,"COCORAHS","116682"
"IL-CK-14","CHICAGO 5.5",-87.5903,41.8008,183,"COCORAHS","116726"
"KS-RN-4","PARTRIDGE 2.",-98.0501,37.9550,487,"COCORAHS","116862"
"KS-RN-7","ANDALE 6.4 W",-97.7399,37.7636,463,"COCORAHS","116888"
"KS-RN-8","PRETTY PRAIR",-98.0134,37.7803,453,"COCORAHS","116891"
"KS-PR-4","PRESTON 1.2",-98.5366,37.7479,564,"COCORAHS","116901"
"MT-SN-1","ARLEE 16.7 W",-114.3929,47.2953,896,"COCORAHS","116902"
"PA-SC-4","TREMONT 0.4",-76.3957,40.6347,273,"COCORAHS","116918"
"KS-SF-3","STAFFORD 0.2",-98.6005,37.9608,570,"COCORAHS","117104"
"KS-RN-19","PLEVNA 1.4 N",-98.2864,37.9798,518,"COCORAHS","117106"
"MT-VL-3","FORT PECK 0.",-106.4506,48.0023,672,"COCORAHS","117123"
"IL-LK-13","LAKE BLUFF 1",-87.8762,42.2825,215,"COCORAHS","117165"
"IL-CP-12","URBANA 0.1 S",-88.2040,40.1067,225,"COCORAHS","117181"
"UT-CH-8","PROVIDENCE 0",-111.8257,41.7111,1380,"COCORAHS","117253"
"MS-LD-9","MERIDIAN 2.9",-88.7448,32.3491,93,"COCORAHS","117273"
"TX-CLL-26","MCKINNEY 1.6",-96.6288,33.1928,184,"COCORAHS","117358"
"GA-DK-9","NORTH DECATU",-84.2914,33.8453,287,"COCORAHS","117360"
"TN-MD-1","JACKSON 5.3",-88.8226,35.7103,130,"COCORAHS","117376"
"NY-TG-15","BERKSHIRE 1.",-76.2194,42.3191,471,"COCORAHS","117414"
"NJ-BG-17","GLEN ROCK 0.",-74.1183,40.9511,28,"COCORAHS","117434"
"UT-SL-47","SALT LAKE CI",-111.8664,40.7751,1392,"COCORAHS","117436"
"MS-JC-2","OCEAN SPRING",-88.7459,30.4102,4,"COCORAHS","117439"
"GA-CL-5","TEMPLE 0.7 E",-85.0191,33.7351,354,"COCORAHS","117456"
"MI-HR-1","BAD AXE 6.3",-83.0573,43.7226,232,"COCORAHS","117508"
"WA-WC-20","BELLINGHAM 9",-122.3335,48.8494,59,"COCORAHS","117572"
"OK-BC-5","SAYRE 5.8 NW",-99.7083,35.3557,628,"COCORAHS","117585"
"NY-SL-6","HANNAWA FALL",-74.9719,44.6115,171,"COCORAHS","117599"
"WA-CH-11","WENATCHEE 0.",-120.3269,47.4344,215,"COCORAHS","117654"
"AL-LD-25","FLORENCE 5.4",-87.5698,34.8351,186,"COCORAHS","117658"
"MD-HW-21","NORTH LAUREL",-76.8434,39.1333,86,"COCORAHS","117723"
"VA-FR-6","BOONES MILL",-79.7232,37.1397,248,"COCORAHS","117763"
"AL-LS-15","LESTER 10.5",-87.1698,34.8327,184,"COCORAHS","117797"
"TX-GP-14","NEW BERLIN 6",-98.0116,29.4062,185,"COCORAHS","117840"
"NJ-HN-11","READINGTON T",-74.7490,40.5940,64,"COCORAHS","117848"
"TX-CLL-30","ANNA 3.7 SSW",-96.5827,33.3127,177,"COCORAHS","117967"
"CA-SM-1","PACIFICA 0.3",-122.4825,37.6121,69,"COCORAHS","117997"
"NY-AB-10","RENSSELAERVI",-74.1475,42.5455,488,"COCORAHS","118002"
"CA-SA-2","SACRAMENTO 8",-121.3611,38.6350,29,"COCORAHS","118028"
"CA-MT-3","LOCKWOOD 3.6",-121.1174,35.9808,360,"COCORAHS","118052"
"MS-CT-2","ACKERMAN 4.9",-89.2569,33.3143,168,"COCORAHS","118082"
"CA-KN-1","INYOKERN 9.4",-117.9782,35.6345,1316,"COCORAHS","118101"
"CA-HM-4","MCKINLEYVILL",-124.0840,40.9231,99,"COCORAHS","118133"
"CA-DN-1","CRESCENT CIT",-124.1482,41.8240,20,"COCORAHS","118136"
"CA-SD-1","SAN MARCOS 2",-117.1316,33.1472,203,"COCORAHS","118159"
"CA-SA-7","FOLSOM 1.2 S",-121.1395,38.6600,110,"COCORAHS","118161"
"CA-RV-3","THOUSAND PAL",-116.3978,33.8212,77,"COCORAHS","118198"
"GA-PL-3","CEDARTOWN 2.",-85.2247,33.9858,274,"COCORAHS","118266"
"CA-CC-4","WALNUT CREEK",-122.0338,37.8783,74,"COCORAHS","118269"
"GA-BW-4","WINDER 3.9 N",-83.6919,34.0426,226,"COCORAHS","118291"
"CO-JK-23","WALDEN 16.3",-106.5781,40.6589,2658,"COCORAHS","118292"
"CA-HM-6","TRINIDAD 1.5",-124.1517,41.0783,61,"COCORAHS","118294"
"KS-CN-7","ST. FRANCIS",-101.7212,39.8793,963,"COCORAHS","118358"
"FL-SL-13","PORT ST. LUC",-80.3718,27.2494,11,"COCORAHS","118382"
"CA-LS-1","SUSANVILLE 3",-120.6739,40.3676,1327,"COCORAHS","118398"
"CA-SA-12","SACRAMENTO 2",-121.4374,38.5499,10,"COCORAHS","118457"
"VA-FX-41","MCLEAN 2.3 S",-77.1434,38.9180,83,"COCORAHS","118460"
"MI-HR-2","BAD AXE 0.5",-82.9996,43.7961,228,"COCORAHS","118589"
"CA-YL-2","DAVIS 0.8 NE",-121.7241,38.5618,12,"COCORAHS","118596"
"WA-IS-7","COUPEVILLE 0",-122.6909,48.2171,27,"COCORAHS","118613"
"CA-PC-7","ROSEVILLE 4.",-121.3766,38.7802,29,"COCORAHS","118639"
"WA-WC-21","BELLINGHAM 2",-122.4273,48.7571,110,"COCORAHS","118644"
"CA-SK-4","ETNA 3.9 NNW",-122.9234,41.5108,904,"COCORAHS","118665"
"CA-VT-1","THOUSAND OAK",-118.8984,34.1772,211,"COCORAHS","118682"
"CA-SH-6","SHINGLETOWN",-121.7957,40.5239,1208,"COCORAHS","118747"
"WA-KG-88","FEDERAL WAY",-122.3220,47.3460,41,"COCORAHS","118767"
"TX-CLL-33","RICHARDSON 2",-96.7397,32.9921,203,"COCORAHS","118875"
"KS-JF-2","LAWRENCE 6.8",-95.1931,39.0485,335,"COCORAHS","118884"
"FL-ST-14","THE VILLAGES",-81.9746,28.8916,21,"COCORAHS","118900"
"CA-HM-12","FORTUNA 1.5",-124.1613,40.6005,30,"COCORAHS","118911"
"MS-HC-5","DIAMONDHEAD",-89.3764,30.3947,7,"COCORAHS","118922"
"CA-OR-6","SILVERADO 1.",-117.6199,33.7455,425,"COCORAHS","118925"
"KS-SG-33","WICHITA 4.5",-97.2574,37.7030,418,"COCORAHS","119026"
"CA-MD-3","BOONVILLE 2.",-123.4084,39.0062,323,"COCORAHS","119074"
"NY-BM-1","CHENANGO FOR",-75.8480,42.1930,281,"COCORAHS","119087"
"CA-SD-18","CHULA VISTA",-116.9753,32.6380,169,"COCORAHS","119089"
"CA-NV-14","LAKE OF THE",-121.0774,39.0322,480,"COCORAHS","119128"
"FL-SL-22","PORT ST. LUC",-80.3563,27.3138,5,"COCORAHS","119135"
"CA-TY-11","TRINITY CENT",-122.6965,40.9826,740,"COCORAHS","119137"
"ID-LT-1","MOSCOW 1.7 N",-117.0005,46.7544,823,"COCORAHS","119159"
"MS-SP-1","NEW HEBRON 8",-90.1140,31.7920,60,"COCORAHS","119174"
"ID-EL-1","GLENNS FERRY",-115.3022,42.9766,805,"COCORAHS","119183"
"ID-ON-1","HOLBROOK 4.0",-112.6360,42.2180,1493,"COCORAHS","119190"
"TX-MLS-2","MULLIN 3.9 W",-98.7243,31.5280,418,"COCORAHS","119195"
"ID-AD-5","BOISE 4.4 WN",-116.2963,43.6231,816,"COCORAHS","119240"
"NC-BC-22","SKYLAND 1.0",-82.5353,35.4857,671,"COCORAHS","119266"
"CA-YL-1","DAVIS 1.2 SE",-121.7210,38.5425,11,"COCORAHS","119301"
"IL-CP-53","CHAMPAIGN 0.",-88.2751,40.1063,233,"COCORAHS","119316"
"TX-WM-68","GEORGETOWN 4",-97.6509,30.5907,253,"COCORAHS","119351"
"TX-KR-30","INGRAM 10.2",-99.3747,30.1661,585,"COCORAHS","119387"
"GA-RB-6","RABUN GAP 1.",-83.4056,34.9606,687,"COCORAHS","119456"
"AL-LE-7","AUBURN 6.6 W",-85.5930,32.5844,186,"COCORAHS","119565"
"FL-LN-41","TALLAHASSEE",-84.2568,30.6116,49,"COCORAHS","119607"
"NC-VN-5","HENDERSON 2.",-78.3896,36.3558,153,"COCORAHS","119674"
"OH-AZ-1","WAPAKONETA 0",-84.1963,40.5680,274,"COCORAHS","119676"
"OH-MD-2","BRUNSWICK 0.",-81.8133,41.2498,342,"COCORAHS","119714"
"NC-VN-6","TOWNSVILLE 4",-78.3569,36.5417,105,"COCORAHS","119722"
"FURN024","CAMBRIDGE 5.",-100.1086,40.2215,745,"COCORAHS","119781"
"LINC060","NORTH PLATTE",-100.8081,41.1385,855,"COCORAHS","119800"
"OH-AL-1","SPENCERVILLE",-84.3516,40.7035,256,"COCORAHS","119860"
"OH-TS-1","DOVER 4.6 WN",-81.5640,40.5507,285,"COCORAHS","119872"
"MS-HR-10","PASS CHRISTI",-89.2084,30.3608,12,"COCORAHS","119886"
"OH-LG-2","EAST LIBERTY",-83.5597,40.2730,333,"COCORAHS","119946"
"CA-SN-61","SANTA ROSA 1",-122.7150,38.4640,53,"COCORAHS","119974"
"CA-SD-27","SAN DIEGO 3.",-117.1098,32.7466,105,"COCORAHS","120001"
"OH-LR-2","WELLINGTON 5",-82.3036,41.1134,284,"COCORAHS","120006"
"CA-SK-5","YREKA 0.9 WN",-122.6495,41.7326,821,"COCORAHS","120012"
"OH-CW-3","BUCYRUS 1.0",-82.9848,40.8146,304,"COCORAHS","120037"
"AL-LS-19","ATHENS 2.7 E",-86.9123,34.7866,204,"COCORAHS","120053"
"OH-HC-2","FINDLAY 7.2",-83.6700,40.9433,245,"COCORAHS","120088"
"GA-FT-24","ATLANTA 2.3",-84.3966,33.7881,278,"COCORAHS","120304"
"NM-LU-37","DEMING 15.5",-107.9976,32.1811,1328,"COCORAHS","120335"
"CA-SH-18","REDDING 3.6",-122.3536,40.6235,184,"COCORAHS","120392"
"CA-SN-74","HEALDSBURG 3",-122.9207,38.6476,43,"COCORAHS","120397"
"CA-SM-6","FOSTER CITY",-122.2587,37.5488,2,"COCORAHS","120427"
"OH-GG-4","MONTVILLE 1.",-81.0480,41.5903,377,"COCORAHS","120463"
"ID-CR-1","SODA SPRINGS",-111.6091,42.6510,1760,"COCORAHS","120531"
"UT-WB-7","EDEN 0.3 W",-111.8253,41.3002,1508,"COCORAHS","120552"
"WA-YK-8","FRUITVALE 6.",-120.6867,46.6118,519,"COCORAHS","120564"
"CA-CC-10","LAFAYETTE 1.",-122.1526,37.8883,158,"COCORAHS","120569"
"NJ-MS-19","LONG HILL TW",-74.5175,40.6713,86,"COCORAHS","120651"
"IN-RS-5","HOMER 0.4 NE",-85.5713,39.5794,276,"COCORAHS","120733"
"TX-BXR-134","MARION 6.3 S",-98.1911,29.4921,197,"COCORAHS","120766"
"KS-RN-16","SOUTH HUTCHI",-97.9393,38.0370,481,"COCORAHS","120799"
"GA-FY-7","FAYETTEVILLE",-84.4342,33.4031,274,"COCORAHS","120810"
"OH-SM-5","CUYAHOGA FAL",-81.5037,41.1623,303,"COCORAHS","120873"
"TN-RD-65","MURFREESBORO",-86.4423,35.8786,172,"COCORAHS","120880"
"ID-BW-2","ST. MARIES 7",-116.7106,47.3647,662,"COCORAHS","120927"
"MA-BR-8","DIGHTON 1.1",-71.1365,41.8120,42,"COCORAHS","120958"
"IN-NB-4","ALBION 2.8 E",-85.3665,41.4041,284,"COCORAHS","120981"
"VA-ND-2","LOTTSBURG 2.",-76.5092,37.9928,5,"COCORAHS","121060"
"MS-PR-4","PICAYUNE 5.6",-89.5871,30.5514,36,"COCORAHS","121124"
"CO-LR-393","FCL 5.6 E",-104.9811,40.5653,1499,"COCORAHS","121136"
"SC-RC-30","HOPKINS 3.9",-80.8578,33.9574,128,"COCORAHS","121164"
"MA-DK-2","VINEYARD HAV",-70.6302,41.4433,22,"COCORAHS","121166"
"TX-LP-2","LAMPASAS 2.7",-98.1409,31.0815,311,"COCORAHS","121214"
"VA-ND-1","NORTHUMBERLA",-76.5188,37.9597,34,"COCORAHS","121226"
"TX-LV-20","YOAKUM 6.2 N",-97.0942,29.3695,89,"COCORAHS","121227"
"CA-SN-80","GLEN ELLEN 1",-122.5343,38.3778,103,"COCORAHS","121282"
"KY-MS-2","MAYSVILLE 6.",-83.7547,38.5324,255,"COCORAHS","121306"
"VT-LM-1","STOWE 0.2 SW",-72.6907,44.4640,223,"COCORAHS","121339"
"TX-BND-18","LAKEHILLS 1.",-98.9302,29.5938,336,"COCORAHS","121354"
"FL-PK-39","BARTOW 7.8 S",-81.7433,27.8285,58,"COCORAHS","121431"
"WY-LM-96","BURNS 3.5 NW",-104.4073,41.2260,1682,"COCORAHS","121432"
"WA-SJ-13","FRIDAY HARBO",-123.1632,48.5329,39,"COCORAHS","121492"
"TX-BLC-10","JOHNSON CITY",-98.4088,30.3055,358,"COCORAHS","121543"
"FL-MD-22","HAMMOCKS 0.5",-80.4395,25.6650,3,"COCORAHS","121615"
"WA-AD-3","OTHELLO 0.9",-119.1549,46.8111,333,"COCORAHS","121621"
"TX-BLC-11","BLANCO 8.8 E",-98.2865,30.1485,494,"COCORAHS","121624"
"KS-GO-7","PARK 2.8 S",-100.3652,39.0703,835,"COCORAHS","121692"
"WA-YK-10","YAKIMA 2.5 W",-120.5751,46.6093,411,"COCORAHS","121705"
"MS-FR-4","HATTIESBURG",-89.3269,31.3072,65,"COCORAHS","121708"
"TN-SQ-7","DUNLAP 2.3 S",-85.3744,35.3402,216,"COCORAHS","121713"
"MD-AA-35","LINTHICUM 0.",-76.6586,39.2082,53,"COCORAHS","121733"
"AL-WN-1","DOUBLE SPRIN",-87.3895,34.1939,248,"COCORAHS","121736"
"MI-OK-31","WATERFORD 2.",-83.3907,42.7008,294,"COCORAHS","121737"
"WA-CH-33","LEAVENWORTH",-120.6646,47.7708,568,"COCORAHS","121770"
